,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
553,227070958,18 11 53.773,-19 03 25.50,1,8.908999999999999,,6272-196-1,355-124680,18115377-1903255,STAR,BV,,0.3,1.4,-0.8,1.4,,,9.27,0.021,8.922,0.018000000000000002,,,,,,,7.877999999999999,0.019,7.771,0.018000000000000002,7.712999999999999,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,11.0,
554,227089373,18 15 16.839,-19 00 50.13,1,10.693,,,355-129125,18151684-1900501,STAR,gri,,0.1,1.5,-8.2,1.4,,,10.717,0.04,10.652999999999999,0.03,10.605,0.03,10.722000000000001,0.04,10.794,0.06,10.329,0.024,10.323,0.027999999999999997,10.307,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-211-c00-0-0,11.5,
555,227099784,18 13 51.374,-18 59 22.12,1,8.934,,6272-412-1,356-128906,18135137-1859219,STAR,gri,,-4.5,1.3,-2.7,1.3,,,8.975,0.019,8.722000000000001,0.016,9.712,0.03,9.325,0.04,8.601,0.06,8.05,0.02,8.01,0.047,7.935,0.034,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.1,
556,227105367,18 08 48.938,-18 58 34.44,1,8.359,,6272-846-1,356-124339,18084894-1858344,STAR,BV,,-3.5,2.2,-6.8,2.3,,,8.357000000000001,0.017,8.272,0.013999999999999999,,,,,,,7.875,0.019,7.903,0.055,7.825,0.033,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,7.3,
557,227108971,18 00 51.526,-18 58 04.13,1,9.263,,6259-107-1,356-122353,18005152-1858042,STAR,gri,,3.0,1.4,-7.8,1.4,,,9.367,0.021,9.13,0.02,9.873,0.03,9.392000000000001,0.04,9.002,0.06,8.417,0.021,8.315,0.028999999999999998,8.305,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,4.1,
558,227115126,18 15 45.231,-18 57 12.08,1,8.347999999999999,,6272-454-1,356-132051,18154523-1857120,STAR,BV,,-1.4,2.4,-3.0,2.6,,,8.216000000000001,0.017,8.226,0.015,,,,,,,7.859,0.021,7.814,0.036000000000000004,7.678999999999999,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,8.6,
559,227159719,18 09 44.442,-18 50 39.83,1,7.751,88982.0,6272-738-1,356-124762,18094444-1850397,STAR,BV,,-2.53,0.82,-8.65,0.47,3.45,0.76,7.702000000000001,0.016,7.651,0.012,,,,,,,7.381,0.021,7.386,0.042,7.346,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.7,
560,227172698,18 13 45.493,-18 48 43.55,1,9.802,,,356-128772,18134549-1848435,STAR,BV,,-1.2,6.1,-3.6,3.7,,,9.959,0.99,9.759,0.99,,,,,,,9.341000000000001,0.024,9.281,0.022000000000000002,9.242,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,10.3,
561,227173061,18 13 46.766,-18 48 40.37,1,9.427,,6272-706-2,356-128803,18134676-1848404,STAR,BV,,-4.4,2.1,-0.7,2.1,,,9.604,0.03,9.389,0.031,,,,,,,8.551,0.023,8.436,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-112-111-000-0-0,7.6,
562,227206884,18 12 04.003,-18 43 35.45,1,9.275,,6268-2035-1,357-124679,18120400-1843354,STAR,gri,,0.7,1.6,-0.3,1.7,,,9.257,0.02,9.167,0.021,9.904,0.03,9.533999999999999,0.04,9.006,0.06,8.818999999999999,0.02,8.797,0.044000000000000004,8.783999999999999,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-00s-0-0,11.2,
563,227249894,18 18 43.260,-18 37 10.82,1,6.875,,6269-4010-1,357-133889,18184325-1837107,STAR,BV,,0.6,1.0,-3.8,1.0,,,7.0329999999999995,0.015,6.832000000000001,0.011000000000000001,,,,,,,6.082000000000001,0.028999999999999998,6.007000000000001,0.038,5.897,0.016,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-00d-0-0,4.6,
564,227267697,18 23 19.151,-18 34 29.15,1,9.797,90110.0,6269-2776-1,358-143553,18231915-1834292,STAR,gri,,3.0,3.61,3.51,2.47,-2.19,2.76,11.985999999999999,0.284,10.485999999999999,0.08,11.286,0.15,9.976,0.01,9.158999999999999,0.06,7.1579999999999995,0.018000000000000002,6.5360000000000005,0.049,6.233,0.02,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,10.6,
565,227305488,18 11 51.959,-18 28 52.10,1,10.077,,6268-1931-1,358-129373,18115195-1828521,STAR,gri,,3.8,2.5,-0.9,2.5,,,9.924,0.027999999999999997,9.936,0.035,10.201,0.03,10.035,0.04,9.992,0.06,9.542,0.022000000000000002,9.506,0.022000000000000002,9.496,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.5,
566,227307730,18 18 22.707,-18 28 32.31,1,6.916,,6269-2757-1,358-138492,,STAR,BV,,1.0,1.2,0.7,1.3,,,9.302,0.032,7.3420000000000005,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,227315843,18 21 05.541,-18 27 19.69,1,9.863999999999999,,6269-1486-1,358-142399,18210552-1827196,STAR,gri,,3.7,3.1,3.5,3.3,,,11.925999999999998,0.21899999999999997,10.693,0.083,11.387,0.12,9.978,0.13,9.211,0.14,7.353,0.027000000000000003,6.702000000000001,0.053,6.405,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,10.7,
568,227321317,18 12 41.102,-18 26 30.46,1,15.139000000000001,,,,18124110-1826304,STAR,J,,,,,,,,,,,,,,,,,,13.802999999999999,0.028999999999999998,11.965,0.024,10.918,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.6,0715-0602159
569,227329786,18 14 32.982,-18 25 14.72,1,10.743,,,358-132675,18143298-1825148,STAR,J,,-4.1,6.7,5.0,6.9,,,,,,,,,,,,,9.043,0.026000000000000002,7.252999999999999,0.038,5.763,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,7.2,
570,227345588,18 11 46.792,-18 22 52.34,1,9.632,89158.0,6268-1416-1,359-128466,18114679-1822521,STAR,gri,,-0.76,2.75,-1.83,1.59,1.95,3.11,10.284,0.036000000000000004,10.067,0.040999999999999995,10.238,0.03,9.809,0.04,9.372,0.06,8.487,0.023,8.157,0.044000000000000004,7.915,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,5.8,
571,227365417,18 19 17.750,-18 19 55.16,1,10.027000000000001,,6269-170-1,359-136891,18191774-1819550,STAR,gri,,-1.3,1.7,-2.7,1.8,,,10.061,0.034,10.022,0.042,10.227,0.03,9.908,0.04,9.941,0.06,9.454,0.026000000000000002,9.385,0.03,9.308,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.9,
572,227373493,18 13 03.392,-18 18 44.20,1,9.276,,6268-774-1,359-129668,18130339-1818441,STAR,gri,,-0.1,1.5,-7.4,1.5,,,8.826,0.018000000000000002,8.863,0.017,9.787,0.03,9.481,0.04,9.057,0.06,8.749,0.018000000000000002,8.817,0.03,8.811,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AAA-122-111-000-0-0,4.7,
573,227386210,18 24 42.507,-18 16 50.57,1,9.162,,6270-973-1,359-143050,18244250-1816505,STAR,gri,,-1.9,1.5,-0.7,1.5,,,9.267999999999999,0.022000000000000002,9.076,0.023,9.876,0.03,9.386000000000001,0.04,8.855,0.06,8.162,0.024,8.074,0.067,8.068,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,11.8,
574,227420856,18 10 18.320,-18 11 41.35,1,8.953,,6268-2490-1,360-134111,18101831-1811413,STAR,gri,,4.1,1.4,1.5,1.4,,,9.251,0.02,8.943999999999999,0.017,9.953,0.03,9.32,0.04,8.524,0.06,7.682,0.024,7.519,0.046,7.275,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.2,
575,227433841,18 19 42.780,-18 09 45.57,1,9.42,,6269-2035-1,360-143278,18194278-1809455,STAR,gri,,7.7,2.6,5.6,3.6,,,9.116,0.019,9.071,0.02,9.892000000000001,0.03,9.298,0.04,9.218,0.06,8.809,0.027000000000000003,8.802,0.04,8.779,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,10.3,
576,227485308,17 41 44.075,-18 02 08.79,1,13.907,,,360-112860,17414407-1802087,STAR,gri,,-7.6,3.0,-7.4,3.1,,,15.475999999999999,0.04,14.376,0.038,14.914000000000001,0.039,13.873,0.045,13.475999999999999,0.066,11.918,0.024,11.368,0.025,11.205,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.1,
577,227515758,18 18 04.677,-17 57 27.32,1,9.73,,6269-2258-1,361-136906,18180467-1757273,STAR,BV,,-0.3,1.8,4.3,1.8,,,9.624,0.025,9.615,0.03,,,,,,,9.453,0.026000000000000002,9.412,0.024,9.413,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.0,
578,227524709,18 17 20.060,-17 56 03.94,1,10.033999999999999,,6269-2131-1,361-135965,18172006-1756038,STAR,BV,,-1.0,1.8,0.2,1.7,,,9.956,0.028999999999999998,9.926,0.038,,,,,,,9.738,0.022000000000000002,9.748,0.023,9.754,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,11.8,
579,227534190,18 13 21.543,-17 54 35.65,1,12.277999999999999,,,,18132154-1754356,STAR,J,,,,,,,,,,,,,,,,,,10.595,0.031,9.607000000000001,0.03,9.141,0.035,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-112-00c-0-0,5.3,0720-0807832
580,227535019,18 13 12.483,-17 54 28.21,1,12.328,,,361-133230,18131249-1754283,STAR,J,,2.8,7.0,4.4,3.3,,,,,,,,,,,,,10.651,0.025,9.834,0.027000000000000003,9.437999999999999,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.9,
581,227537846,18 13 14.495,-17 54 01.80,1,11.562999999999999,,,361-133266,18131449-1754018,STAR,J,,-0.2,3.4,-9.2,9.4,,,,,,,,,,,,,9.863,0.023,9.124,0.024,8.749,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.7,
582,227538384,18 13 25.886,-17 53 57.06,1,13.718,,,,18132588-1753570,STAR,J,,,,,,,,,,,,,,,,,,12.325999999999999,0.057999999999999996,11.344000000000001,0.068,10.817,0.055,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-cc0-0-0,6.2,0721-0810909
583,227538416,18 13 25.276,-17 53 56.83,1,11.944,,,361-133462,18132524-1753574,STAR,J,,21.8,6.5,-46.7,6.7,,,,,,,,,,,,,10.254000000000001,0.025,9.249,0.025,8.72,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,3.3,
584,227538699,18 13 25.291,-17 53 54.23,1,11.718,,,,18132529-1753542,STAR,J,,,,,,,,,,,,,,,,,,10.05,0.062,9.051,0.061,8.606,0.065,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-222-ccc-0-0,3.3,0721-0810849
585,227539095,18 13 22.489,-17 53 50.37,1,11.997,,,,18132248-1753503,STAR,J,,50.0,9.0,-58.0,7.0,,,,,,,,,,,,,10.305,0.023,9.269,0.024,8.658999999999999,0.02,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.8,0721-0810603
586,227539856,18 13 14.200,-17 53 43.51,1,11.319,,,361-133261,18131420-1753434,STAR,J,,2.4,5.9,16.1,6.0,,,,,,,,,,,,,9.619,0.022000000000000002,8.597000000000001,0.026000000000000002,7.937,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-211-111-000-0-0,7.0,
587,227542066,18 13 19.249,-17 53 22.62,1,12.967,,,,18131924-1753226,STAR,J,,,,,,,,,,,,,,,,,,11.415999999999999,0.025,10.096,0.027999999999999997,9.341000000000001,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-113-00c-0-0,5.3,0721-0810366
588,227543402,18 13 23.873,-17 53 10.10,1,13.179,,,,18132387-1753101,STAR,J,,,,,,,,,,,,,,,,,,11.68,0.021,10.753,0.022000000000000002,10.311,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.2,0721-0810730
589,227543405,18 13 25.168,-17 53 10.09,1,12.401,,,,18132516-1753100,STAR,J,,68.0,8.0,-38.0,4.0,,,,,,,,,,,,,10.732000000000001,0.028999999999999998,9.783999999999999,0.023,9.289,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.2,0721-0810828
590,227544692,18 13 19.081,-17 52 58.53,1,11.128,,,,18131908-1752585,STAR,J,,,,,,,,,,,,,,,,,,9.427999999999999,0.023,8.104,0.046,7.332999999999999,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-211-111-000-0-0,5.9,0721-0810357
591,227552090,18 24 08.158,-17 51 48.79,1,9.972000000000001,,6270-617-1,361-143818,18240815-1751487,STAR,BV,,-1.9,2.2,-1.4,2.2,,,10.123,0.036000000000000004,9.927,0.043,,,,,,,9.084,0.027000000000000003,9.013,0.026000000000000002,8.951,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,7.3,
592,227552114,18 13 33.818,-17 51 48.60,1,11.985999999999999,,,,18133381-1751485,STAR,J,,,,,,,,,,,,,,,,,,10.295,0.023,9.151,0.022000000000000002,8.574,0.04,,,,,,,,,,,,,,,,,,,,,,,,,AAA-221-111-000-0-0,7.0,0721-0811536
593,227553507,18 13 21.921,-17 51 35.85,1,12.404000000000002,,,361-133396,18132191-1751360,STAR,J,,115.2,6.9,-57.1,6.8,,,,,,,,,,,,,10.735999999999999,0.027000000000000003,9.8,0.025,9.335,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.0,
594,227553549,18 13 25.232,-17 51 35.54,1,14.97,,,,18132523-1751355,STAR,J,,-57.8,9.0,-129.2,9.0,,,,,,,,,,,,,13.64,0.026000000000000002,11.738,0.031,10.843,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.1,0721-0810845
595,227559513,18 13 23.704,-17 50 40.20,1,11.658,,,361-133433,18132371-1750403,STAR,J,,-4.6,8.7,11.0,9.3,,,,,,,,,,,,,9.958,0.026000000000000002,9.062000000000001,0.022000000000000002,8.565,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.6,
596,227563774,18 19 16.505,-17 49 59.66,1,10.613,,6269-1964-1,361-138366,18191650-1749596,STAR,BV,,0.4,2.2,-7.0,2.5,,,10.62,0.044000000000000004,10.529000000000002,0.057999999999999996,,,,,,,10.26,0.028999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEE-222-111-000-0-0,8.5,
597,227585390,17 41 02.142,-17 46 38.34,1,14.254000000000001,,,362-105885,17410214-1746382,STAR,BV,,2.1,3.0,0.5,3.1,,,16.005,0.068,14.547,0.04,,,,,,,11.425999999999998,0.023,10.671,0.024,10.525,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.6,
598,227596642,18 20 38.935,-17 44 55.04,1,8.594,,6269-1175-1,362-135970,18203893-1744551,STAR,BV,,1.0,1.4,-1.7,1.5,,,8.821,0.018000000000000002,8.57,0.015,,,,,,,7.727,0.03,7.615,0.024,7.612,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,5.9,
599,227601765,17 40 23.244,-17 44 06.06,1,13.519,,,362-105108,17402324-1744060,STAR,JHK,,-17.4,4.1,-16.0,3.0,,,,,,,,,,,,,11.689,0.024,11.138,0.03,10.958,0.025,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.4,
600,227698422,18 13 42.476,-17 28 12.21,1,12.798,,,,18134247-1728122,STAR,J,,,,,,,,,,,,,,,,,,11.206,0.024,9.7,0.023,8.568999999999999,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.6,0725-0804726
601,227713258,18 22 09.108,-17 25 38.36,1,9.429,,6269-2666-1,363-136854,18220911-1725382,STAR,BV,,-1.3,1.4,-1.0,1.5,,,9.609,0.03,9.392000000000001,0.03,,,,,,,8.591000000000001,0.026000000000000002,8.513,0.053,8.476,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,8.4,
602,227719084,18 22 39.969,-17 24 36.93,1,9.396,,6269-1526-1,363-137283,18223997-1724369,STAR,BV,,-0.7,1.9,-2.9,1.9,,,9.809,0.035,9.423,0.032,,,,,,,8.601,0.026000000000000002,8.513,0.04,8.476,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,7.8,
603,227729515,17 41 04.059,-17 22 45.78,1,13.687000000000001,,,364-102246,17410404-1722458,STAR,BV,,10.9,2.9,1.9,4.6,,,15.394,0.07,13.970999999999998,0.01,14.725999999999999,0.038,,,,,11.31,0.028999999999999998,,,10.472000000000001,0.03,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,10.2,
604,227774446,17 40 58.702,-17 14 37.03,1,13.897,,,364-102146,17405869-1714370,STAR,gri,,3.7,3.1,1.7,3.1,,,15.924000000000001,0.03,14.485,0.03,15.21,0.040999999999999995,13.958,0.045,13.335,0.06,11.544,0.025,10.835999999999999,0.025,10.648,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.1,
605,227817310,18 20 27.443,-17 06 48.56,1,9.492,,6269-420-1,365-127187,18202744-1706485,STAR,gri,,2.6,2.1,-2.5,1.8,,,9.458,0.022000000000000002,9.266,0.022000000000000002,10.353,0.03,9.187999999999999,0.04,9.123,0.01,8.592,0.024,8.567,0.033,8.517000000000001,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-000-0-0,6.5,
606,227825246,18 00 12.010,-17 05 20.51,1,10.225,,6255-1910-1,365-117581,18001200-1705205,STAR,gri,,-8.3,1.8,-4.9,1.8,,,10.424000000000001,0.037000000000000005,10.189,0.044000000000000004,10.395,0.03,10.168,0.04,10.300999999999998,0.06,9.355,0.024,9.255,0.027000000000000003,9.208,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,5.0,
607,227826712,18 20 01.945,-17 05 04.39,1,10.484000000000002,,6269-731-1,365-126969,18200194-1705043,STAR,gri,,2.7,2.2,-4.1,2.3,,,10.583,0.044000000000000004,10.392000000000001,0.049,10.88,0.03,10.26,0.04,10.314,0.01,9.762,0.023,9.676,0.023,9.628,0.024,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.6,
608,227829287,18 25 46.518,-17 04 35.66,1,9.198,,6270-99-1,365-130104,18254651-1704356,STAR,gri,,-0.3,1.4,-1.1,1.4,,,10.009,0.032,9.282,0.024,10.467,0.03,9.61,0.04,8.654,0.06,7.247000000000001,0.023,7.024,0.033,6.79,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,9.2,
609,227830499,18 19 53.764,-17 04 22.04,1,8.943999999999999,89831.0,6269-626-1,365-126887,18195377-1704220,STAR,gri,,-0.87,1.45,1.82,0.91,2.73,1.24,8.946,0.018000000000000002,8.685,0.015,10.18,0.03,8.918,0.04,8.414,0.02,7.814,0.024,7.72,0.033,7.691,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,9.7,
610,227841823,18 19 48.000,-17 02 16.88,1,10.177,,6269-152-1,365-126828,18194799-1702168,STAR,gri,,5.2,1.8,-1.6,1.7,,,10.347999999999999,0.036000000000000004,10.22,0.044000000000000004,10.468,0.34,10.033999999999999,0.07,10.052999999999999,0.06,9.495,0.027000000000000003,9.381,0.022000000000000002,9.311,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,6.8,
611,227856268,18 16 59.293,-16 59 38.73,1,10.025,,6269-1286-1,366-123190,18165930-1659387,STAR,gri,,4.4,2.0,-6.7,2.1,,,11.356,0.095,10.544,0.071,11.175999999999998,0.19,10.062000000000001,0.04,9.531,0.02,8.091000000000001,0.028999999999999998,7.754,0.049,7.593999999999999,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,8.8,
612,227916945,18 24 44.504,-16 47 49.83,1,9.055,90241.0,6266-1624-1,367-122748,18244449-1647499,STAR,gri,,3.81,2.5,-2.38,1.9,2.03,1.74,9.681000000000001,0.031,8.746,0.019,10.599,0.03,9.492,0.04,8.394,0.06,6.462000000000001,0.02,5.943,0.038,5.718,0.017,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,10.8,
613,227943519,18 16 58.618,-16 42 25.87,1,10.299000000000001,,6265-2210-1,367-120070,18165861-1642258,STAR,gri,,2.4,1.6,0.4,1.8,,,10.306,0.04,10.288,0.055999999999999994,10.511,0.33,10.229,0.04,10.315999999999999,0.05,9.945,0.024,9.884,0.022000000000000002,9.914,0.019,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.8,
614,228028303,18 08 28.753,-16 24 59.99,1,7.707999999999999,88857.0,6264-2490-1,368-121717,18082876-1624598,STAR,BV,,0.44,0.95,-3.34,0.53,1.08,0.98,7.815,0.015,7.651,0.012,,,,,,,7.082999999999999,0.021,7.138999999999999,0.033,7.015,0.017,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.1,
615,228129073,17 38 54.204,-16 04 26.37,1,13.06,,,370-097407,17385420-1604263,STAR,gri,,-9.2,6.3,0.5,6.7,,,15.005,0.053,13.605,0.034,14.321,0.035,13.037,0.042,12.52,0.07,10.744000000000002,0.023,10.021,0.021,9.838,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,12.3,
616,228147439,18 10 14.324,-16 00 44.13,1,12.366,,,370-123965,18101432-1600441,STAR,gri,,2.3,1.7,-3.9,2.0,,,13.245999999999999,0.042,12.571,0.031,12.902999999999999,0.031,12.357999999999999,0.040999999999999995,12.136,0.061,10.929,0.023,10.687000000000001,0.023,10.583,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,8.3,
617,228147644,17 38 49.690,-16 00 41.44,1,14.904000000000002,,,370-097332,17384968-1600414,STAR,gri,,-8.3,5.9,-11.3,6.4,,,16.67,0.086,15.46,0.053,16.131,0.053,14.940999999999999,0.054000000000000006,14.378,0.02,12.697000000000001,0.024,12.033,0.022000000000000002,11.845,0.023,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,9.0,
618,228162462,18 07 32.868,-15 57 46.94,1,11.995999999999999,,,371-118234,18073292-1557464,STAR,gri,,-617.4,8.0,-342.6,8.0,,,15.288,0.02,13.548,0.033,14.355,0.035,12.925,0.040999999999999995,10.984000000000002,0.06,8.639,0.024,8.085,0.044000000000000004,7.827000000000001,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,6.6,
619,228244671,18 11 34.706,-15 41 35.46,1,9.671,,6264-1826-1,372-116589,18113471-1541354,STAR,BV,,1.3,1.6,-1.6,1.7,,,9.814,0.03,9.624,0.033,,,,,,,9.089,0.035,9.031,0.022000000000000002,9.04,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-122-111-00s-0-0,6.6,
620,228248761,18 11 50.913,-15 40 47.51,1,8.052999999999999,89170.0,6264-1790-1,372-116802,18115090-1540475,STAR,BV,,5.49,1.27,-2.94,0.68,0.21,1.09,8.166,0.017,7.997000000000001,0.013000000000000001,,,,,,,7.42,0.027000000000000003,7.317,0.049,7.27,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-dd0-0-0,3.9,
621,228282372,18 12 18.444,-15 34 03.13,1,9.259,,6264-1849-1,373-119234,18121844-1534031,STAR,BV,,1.6,1.5,1.9,1.5,,,9.311,0.024,9.187000000000001,0.023,,,,,,,8.44,0.024,8.305,0.046,8.136000000000001,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-0d0-0-0,11.3,
622,228293755,18 09 02.120,-15 31 42.12,1,9.431000000000001,,6264-2482-1,373-117836,18090212-1531420,STAR,BV,,-1.7,1.3,3.7,1.3,,,9.666,0.025,9.408999999999999,0.025,,,,,,,8.67,0.03,8.585,0.067,8.508,0.021,,,,,,,,,,,,,,,,,,,,,,,,,AAA-112-111-00d-0-0,7.8,
623,248368656,18 04 41.690,-24 20 53.88,1,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,248368657,18 15 15.792,-19 00 28.08,1,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,248368658,17 55 04.307,-24 48 49.23,1,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,248368659,18 13 42.952,-21 38 43.88,1,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,248368660,18 14 25.240,-25 54 32.60,1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,248368661,18 25 08.600,-22 36 02.40,1,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,248368662,18 13 22.349,-27 58 22.58,1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,248368663,17 46 46.130,-23 12 48.31,1,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,248368664,18 13 32.741,-27 56 52.69,1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,248368665,18 13 26.059,-27 58 54.52,1,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,248368666,17 47 53.071,-22 43 47.78,1,18.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,248368667,18 11 45.910,-28 05 07.01,1,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
