EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251815352,23 17 45.348,+00 44 14.28,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815353,23 17 46.087,+00 41 37.90,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815354,23 17 46.802,+00 37 14.23,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815355,23 17 47.606,+00 34 23.27,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815356,23 17 48.264,+00 43 04.91,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815357,23 17 48.334,+00 52 40.58,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815358,23 17 48.797,+00 53 41.17,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815359,23 17 49.354,+00 36 42.84,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815360,23 17 49.565,+00 53 35.88,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815361,23 17 50.189,+00 46 13.73,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815363,23 17 50.827,+00 44 20.22,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815364,23 17 50.878,+00 53 37.10,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815365,23 17 50.899,+01 00 34.60,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815367,23 17 51.418,+01 01 10.63,0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815368,23 17 51.470,+00 58 49.04,0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815369,23 17 52.474,+01 01 45.48,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815370,23 17 54.098,+00 56 40.34,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815371,23 17 54.684,+00 58 16.00,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815372,23 17 55.181,+00 57 37.91,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815373,23 17 56.354,+01 01 44.98,0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815374,23 17 56.911,+01 02 56.40,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815375,23 17 57.062,+00 46 02.24,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815376,23 17 57.862,+00 59 49.85,0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815377,23 17 58.018,+00 53 04.78,0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815378,23 17 58.277,+00 39 49.32,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815379,23 17 58.286,+00 40 21.32,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815380,23 17 59.899,+01 02 42.11,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815381,23 18 00.070,+01 02 06.40,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815382,23 18 00.355,+00 48 48.56,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815383,23 18 01.342,+01 05 13.42,0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815384,23 18 01.685,+01 01 03.94,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815387,23 18 03.199,+01 01 42.64,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815388,23 18 03.384,+01 02 41.06,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815389,23 18 03.418,+00 38 38.54,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815390,23 18 03.578,+00 42 40.75,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815392,23 18 04.003,+00 52 42.31,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815393,23 18 05.074,+00 37 57.76,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815394,23 18 06.564,+00 50 35.63,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815395,23 18 06.797,+00 52 59.05,0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815397,23 18 07.382,-00 27 59.18,0,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815398,23 18 08.174,+01 00 56.81,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815399,23 18 08.458,+00 41 58.38,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815401,23 18 10.169,+00 59 51.25,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815402,23 18 10.279,-10 52 42.74,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815403,23 18 11.573,-01 11 53.88,0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815404,23 18 14.054,+01 02 06.47,0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815405,23 18 15.557,+00 57 13.43,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815406,23 18 15.643,+01 03 10.87,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815407,23 18 16.094,+01 03 31.03,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815408,23 18 16.390,+00 50 19.07,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815409,23 18 16.426,+00 44 39.05,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815410,23 18 17.047,+00 46 07.39,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815411,23 18 17.486,+00 38 07.80,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815412,23 18 17.503,+00 58 29.50,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815414,23 18 18.338,+01 02 20.83,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815415,23 18 19.205,+00 51 09.50,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815416,23 18 19.433,+00 56 25.33,0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815417,23 18 19.572,-10 32 28.61,0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815418,23 18 19.606,+00 55 51.49,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815419,23 18 20.657,+00 49 44.40,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815420,23 18 21.178,-10 28 40.01,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815421,23 18 21.391,+00 53 38.29,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815422,23 18 21.727,+01 02 12.30,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815423,23 18 22.889,+00 37 40.15,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815424,23 18 23.477,+00 53 37.79,0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815425,23 18 23.486,+01 03 36.04,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815426,23 18 23.657,+00 56 38.72,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815427,23 18 24.110,+00 58 41.99,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815428,23 18 24.230,+00 53 19.75,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815429,23 18 24.662,+00 58 19.63,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815430,23 18 25.267,+00 49 03.14,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815431,23 18 25.692,+00 53 38.04,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815432,23 18 26.213,+00 56 41.93,0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815433,23 18 26.582,+00 46 46.78,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815434,23 18 27.845,+00 42 58.10,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815436,23 18 28.474,+00 59 45.24,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815437,23 18 29.762,-10 14 09.96,0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815438,23 18 30.842,-01 01 53.76,0,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815439,23 18 34.579,+01 03 16.85,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815440,23 18 34.896,+00 53 37.75,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815441,23 18 34.922,+01 02 07.73,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815443,23 18 36.542,+01 00 52.06,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815444,23 18 37.190,+00 57 56.16,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815445,23 18 38.249,+00 48 08.86,0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815446,23 18 38.496,-10 30 19.12,0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815447,23 18 39.514,+00 57 34.34,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815448,23 18 40.327,+00 54 53.28,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815449,23 18 40.687,+00 50 51.72,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815450,23 18 40.764,+01 01 23.95,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815451,23 18 41.006,+00 51 19.30,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815452,23 18 41.508,+00 39 31.46,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815453,23 18 42.072,+00 43 19.20,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815454,23 18 42.478,+01 14 07.15,0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815455,23 18 43.416,+00 37 52.28,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815457,23 18 45.379,+00 39 54.68,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815458,23 18 45.958,+01 02 11.54,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815459,23 18 46.202,+00 51 47.81,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815460,23 18 46.699,+00 41 32.21,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815461,23 18 47.098,+00 43 24.64,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815462,23 18 47.362,+00 49 37.20,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815463,23 18 47.467,+01 02 40.06,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815464,23 18 47.719,+01 02 21.84,0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815465,23 18 48.437,+00 16 11.10,0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815466,23 18 48.686,+00 38 55.93,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815467,23 18 48.998,+00 55 24.96,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815468,23 18 49.529,+00 37 16.97,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815469,23 18 49.774,+00 59 41.60,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815470,23 18 49.999,+00 40 17.47,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815471,23 18 50.503,+00 56 07.87,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815472,23 18 51.350,+00 14 10.61,0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815473,23 18 51.516,+00 39 41.15,0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815474,23 18 51.919,+00 58 23.70,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815475,23 18 52.570,+00 37 35.36,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815476,23 18 52.608,+00 59 41.57,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815477,23 18 53.198,-00 56 31.49,0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815478,23 18 53.304,+00 47 06.32,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815480,23 18 54.262,+01 03 36.18,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815481,23 18 54.629,+00 59 27.60,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815482,23 18 54.634,+01 00 05.54,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815484,23 18 56.196,+00 44 08.70,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815485,23 18 56.311,+00 11 57.44,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815486,23 18 56.539,+00 38 28.36,0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815487,23 18 56.568,+01 02 33.68,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815488,23 18 56.750,+01 00 51.26,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815489,23 18 57.175,+00 54 11.74,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815490,23 18 57.979,+00 57 33.98,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815491,23 18 58.054,+00 39 02.70,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815492,23 18 58.217,+01 00 38.95,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815493,23 18 58.531,+00 55 02.14,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815494,23 18 58.594,+00 39 14.08,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815495,23 18 59.731,+00 41 26.56,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815496,23 18 59.976,+01 02 10.25,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815497,23 19 00.641,+01 00 15.91,0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815498,23 19 00.694,-10 32 33.86,0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815499,23 19 00.823,+00 55 34.54,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815500,23 19 01.927,+00 54 23.11,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815501,23 19 02.263,+00 57 47.66,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815502,23 19 02.460,+00 52 57.43,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815503,23 19 02.837,+00 39 21.64,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815504,23 19 03.965,+01 00 01.76,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815505,23 19 04.490,+00 07 21.86,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815506,23 19 04.538,+00 40 32.77,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815508,23 19 06.103,+00 20 57.48,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815509,23 19 06.214,+00 42 59.44,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815510,23 19 06.926,+00 06 51.34,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815511,23 19 07.574,+00 45 49.18,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815512,23 19 08.722,+00 55 45.12,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815513,23 19 10.613,+01 01 44.83,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815514,23 19 10.807,+00 53 31.24,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815515,23 19 11.546,+00 08 15.11,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815516,23 19 12.202,+01 14 01.72,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815517,23 19 12.492,+00 57 56.77,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815518,23 19 12.910,+00 47 21.95,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815519,23 19 13.260,+00 57 15.80,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815520,23 19 13.721,+00 55 15.17,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815521,23 19 14.148,+00 07 04.08,0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815522,23 19 14.405,+00 45 46.44,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815523,23 19 14.851,+00 03 40.00,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815524,23 19 15.454,+01 00 12.78,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815525,23 19 15.751,+00 40 30.50,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815526,23 19 16.601,+00 59 38.44,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815527,23 19 16.721,+00 56 37.68,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815528,23 19 16.882,+01 00 01.48,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815529,23 19 16.944,+00 37 02.78,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815530,23 19 17.362,+00 57 54.04,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815531,23 19 17.407,+00 57 34.63,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815532,23 19 17.438,+00 52 25.54,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815533,23 19 17.854,+00 43 05.27,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815534,23 19 18.607,+00 54 28.80,0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815535,23 19 20.071,+01 02 59.14,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815536,23 19 21.578,+00 54 43.02,0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815537,23 19 22.094,+00 53 48.26,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815539,23 19 22.812,+00 55 10.34,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815540,23 19 23.302,+00 00 40.75,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815541,23 19 23.515,+00 57 25.24,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815542,23 19 24.106,+00 01 44.08,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815543,23 19 25.054,+00 44 39.59,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815544,23 19 25.529,+00 05 18.85,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815545,23 19 25.709,+00 44 12.52,0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815546,23 19 25.970,+01 08 43.19,0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815547,23 19 26.690,+00 57 26.39,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815548,23 19 27.566,-01 09 58.39,0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815549,23 19 27.629,+00 40 54.08,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815550,23 19 27.905,+00 43 43.68,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815551,23 19 28.248,+00 03 33.37,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815552,23 19 28.819,+00 51 34.74,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815553,23 19 30.149,+00 05 39.73,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815554,23 19 30.619,+00 39 28.26,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815555,23 19 30.713,+00 48 07.13,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815556,23 19 32.170,+00 36 17.46,0,18.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815557,23 19 34.008,-01 10 05.81,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815558,23 19 34.382,+00 43 49.19,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815559,23 19 34.716,-01 07 16.82,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815560,23 19 35.635,+00 48 50.62,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815561,23 19 36.962,-01 09 19.44,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815562,23 19 37.462,+00 38 19.64,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815563,23 19 37.663,-01 11 15.14,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815564,23 19 38.196,+00 23 07.30,0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815565,23 19 38.698,-01 07 06.96,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815566,23 19 41.398,+00 49 59.27,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815567,23 19 41.964,+00 41 56.80,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815568,23 19 42.324,+00 44 55.28,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815569,23 19 42.763,+00 11 31.16,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815570,23 19 43.092,+00 45 01.80,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815571,23 19 43.834,+00 28 43.57,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815572,23 19 44.213,-01 09 35.46,0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815573,23 19 45.962,+00 16 44.65,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815574,23 19 46.236,+00 13 10.92,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815575,23 19 46.351,+00 49 45.08,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815576,23 19 46.392,+01 13 13.51,0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815577,23 19 47.011,+00 39 14.51,0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815578,23 19 47.129,+00 21 27.72,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815579,23 19 47.328,+00 37 20.75,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815580,23 19 48.482,-01 07 15.46,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815581,23 19 48.631,-01 09 52.16,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815582,23 19 48.766,+00 46 23.92,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815583,23 19 48.850,+00 12 18.79,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815584,23 19 49.310,-01 06 58.93,0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815585,23 19 50.532,+00 16 21.22,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
