EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251815586,23 19 50.702,+00 09 08.75,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815587,23 19 53.635,-01 05 35.20,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815588,23 19 55.128,+00 49 00.23,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815589,23 19 55.790,-01 07 55.60,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815591,23 19 56.162,+00 42 30.71,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815592,23 19 56.206,+00 16 03.18,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815593,23 19 57.218,-01 13 46.70,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815594,23 19 57.665,+00 41 36.35,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815596,23 19 59.434,-01 11 14.35,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815597,23 19 59.947,+00 11 48.26,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815598,23 20 00.178,+00 37 36.77,0,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815599,23 20 00.389,+00 42 53.06,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815600,23 20 01.663,+00 10 03.40,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815601,23 20 01.944,+00 21 04.68,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815602,23 20 02.090,-01 12 35.35,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815603,23 20 02.124,-01 10 13.84,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815604,23 20 02.220,+00 44 46.28,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815605,23 20 02.318,+00 09 49.14,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815606,23 20 02.863,-01 10 37.67,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815607,23 20 03.122,+00 12 41.29,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815608,23 20 03.970,+00 11 54.89,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815610,23 20 05.153,-09 05 10.97,0,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815611,23 20 05.770,+00 43 59.09,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815612,23 20 05.909,-01 12 45.83,0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815613,23 20 06.223,+00 18 01.58,0,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815614,23 20 06.432,+00 40 59.20,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815615,23 20 06.917,+00 17 22.24,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815616,23 20 07.303,+00 37 35.62,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815617,23 20 07.685,+00 20 17.16,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815618,23 20 08.921,+00 13 37.24,0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815619,23 20 09.547,+00 16 09.73,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815620,23 20 09.650,-00 07 58.19,0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815621,23 20 10.039,-00 02 48.34,0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815622,23 20 11.390,+00 42 44.35,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815623,23 20 11.683,-08 34 04.58,0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815624,23 20 11.796,+00 44 57.88,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815625,23 20 12.106,+00 39 53.57,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815626,23 20 12.775,+00 41 17.23,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815627,23 20 13.070,-01 11 44.88,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815628,23 20 13.294,+00 09 06.95,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815629,23 20 14.057,+00 49 50.70,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815630,23 20 14.232,+00 19 23.70,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815631,23 20 15.094,+00 20 11.58,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815632,23 20 15.168,+00 13 52.32,0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815633,23 20 16.234,+00 40 22.30,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815634,23 20 16.896,+00 46 26.80,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815635,23 20 17.074,+00 11 46.72,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815636,23 20 17.506,-01 13 11.50,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815637,23 20 18.161,+00 16 39.79,0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815638,23 20 19.202,+00 40 13.08,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815639,23 20 19.642,+00 38 02.11,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815640,23 20 20.196,+00 14 15.47,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815641,23 20 20.734,+00 42 55.94,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815642,23 20 23.122,+00 43 47.21,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815643,23 20 24.598,+00 18 31.25,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815645,23 20 26.371,+00 23 31.78,0,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815646,23 20 27.014,-01 49 51.49,0,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815647,23 20 27.751,+00 39 03.35,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815648,23 20 28.253,+00 39 25.09,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815649,23 20 28.488,+00 52 34.14,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815650,23 20 28.589,+00 52 55.49,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815651,23 20 29.282,+00 41 37.21,0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815652,23 20 29.369,+00 19 37.24,0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815653,23 20 30.624,+00 46 24.20,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815654,23 20 31.682,+00 32 05.28,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815655,23 20 31.735,+00 38 57.05,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815656,23 20 31.740,+00 17 47.22,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815657,23 20 32.254,+00 34 46.81,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815658,23 20 32.474,+00 51 53.21,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815659,23 20 32.594,+01 01 22.48,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815660,23 20 32.760,+00 57 03.64,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815661,23 20 33.209,+00 13 44.44,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815662,23 20 33.281,+00 42 43.78,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815663,23 20 33.398,+00 49 44.44,0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815664,23 20 33.924,+00 57 01.51,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815665,23 20 34.805,+00 19 25.10,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815666,23 20 35.263,+01 00 55.33,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815667,23 20 35.858,+00 18 20.63,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815668,23 20 36.622,+00 24 07.06,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815669,23 20 36.965,+01 02 35.27,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815670,23 20 37.378,+00 13 33.31,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815671,23 20 37.692,+00 50 43.15,0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815672,23 20 38.045,+00 28 02.71,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815673,23 20 38.261,+00 49 20.03,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815674,23 20 38.789,+00 13 02.06,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815675,23 20 38.959,+00 45 36.47,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815676,23 20 39.852,+00 40 19.63,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815677,23 20 40.066,+00 52 30.72,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815678,23 20 40.234,+00 27 16.27,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815679,23 20 40.498,+00 57 21.85,0,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815680,23 20 40.613,+01 02 49.06,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815681,23 20 40.730,+00 25 00.84,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815682,23 20 41.050,+00 56 25.40,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815683,23 20 41.755,+00 16 49.19,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815684,23 20 41.813,+00 47 28.68,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815685,23 20 41.964,+01 01 39.22,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815686,23 20 42.170,+00 15 28.04,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815687,23 20 42.583,+00 49 35.26,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815688,23 20 43.186,+00 44 10.25,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815689,23 20 44.378,+00 36 23.65,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815690,23 20 44.602,+00 59 30.08,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815691,23 20 44.952,+00 35 56.90,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815692,23 20 45.149,+01 05 13.85,0,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815693,23 20 45.708,+00 39 26.53,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815694,23 20 46.145,+00 14 40.56,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815695,23 20 47.738,+00 47 53.41,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815696,23 20 48.077,+00 47 57.84,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815697,23 20 48.401,+00 28 52.79,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815698,23 20 48.970,+00 57 03.24,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815699,23 20 49.858,+00 54 52.31,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815700,23 20 50.246,+00 25 00.08,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815701,23 20 50.700,+00 18 37.08,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815702,23 20 51.254,+00 55 36.66,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815703,23 20 51.511,+00 45 36.04,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815704,23 20 52.498,+00 43 40.04,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815705,23 20 52.630,+00 09 33.37,0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815706,23 20 52.646,+00 48 50.80,0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815707,23 20 53.578,+00 57 50.11,0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815708,23 20 54.394,-08 49 37.67,0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815709,23 20 56.832,+00 50 44.59,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815710,23 20 57.180,+00 13 17.00,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815711,23 20 57.602,+00 37 52.82,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815712,23 20 57.617,+00 59 29.08,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815713,23 20 57.780,+00 17 09.71,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815714,23 20 59.690,+00 16 57.32,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815715,23 20 59.806,+00 23 12.05,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815716,23 21 00.274,+00 29 14.03,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815717,23 21 01.570,+00 54 03.13,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815718,23 21 01.591,+00 35 04.49,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815719,23 21 01.627,+00 40 24.60,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815720,23 21 02.578,+00 29 55.32,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815721,23 21 02.870,+00 46 47.28,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815722,23 21 02.894,+00 35 40.38,0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815723,23 21 03.238,+00 27 52.06,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815724,23 21 03.398,+00 55 33.10,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815725,23 21 03.650,+01 04 11.57,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815726,23 21 03.799,+00 30 18.47,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815727,23 21 04.322,+00 48 10.58,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815728,23 21 04.430,+00 35 27.96,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815729,23 21 04.651,+00 50 01.72,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815730,23 21 05.294,+00 21 49.07,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815731,23 21 05.369,+00 27 55.55,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815732,23 21 06.062,+00 24 04.75,0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815733,23 21 06.211,+00 53 50.89,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815734,23 21 06.326,+00 52 33.06,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815735,23 21 06.442,+00 54 00.50,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815736,23 21 06.552,+00 47 12.01,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815737,23 21 07.080,+02 53 02.11,0,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815738,23 21 07.570,+00 51 21.71,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815739,23 21 08.033,+00 47 40.74,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815740,23 21 08.170,+00 17 25.19,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815741,23 21 08.218,+00 23 08.34,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815742,23 21 08.501,+00 22 41.66,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815743,23 21 08.534,+01 03 14.15,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815744,23 21 08.873,+00 39 54.04,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815745,23 21 09.180,+00 08 48.23,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815746,23 21 09.410,+00 11 32.60,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815747,23 21 10.013,+01 02 40.70,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815748,23 21 10.030,+00 29 26.09,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815749,23 21 10.039,-08 58 01.70,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815750,23 21 10.531,+01 01 57.83,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815751,23 21 10.601,+00 24 44.78,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815752,23 21 10.853,+00 47 16.26,0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815753,23 21 11.076,+01 02 51.14,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815754,23 21 11.206,+00 53 21.26,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815755,23 21 11.904,+01 02 00.53,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815756,23 21 12.050,+00 38 48.55,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815757,23 21 12.091,+00 41 04.85,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815758,23 21 13.286,+00 25 53.62,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815759,23 21 13.334,+00 57 28.58,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815760,23 21 14.047,+00 15 30.10,0,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815761,23 21 14.664,+00 22 02.14,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815762,23 21 16.646,+00 13 29.46,0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815763,23 21 17.561,+00 29 51.76,0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815764,23 21 17.918,+00 52 46.13,0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815765,23 21 17.998,+00 31 07.32,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815766,23 21 18.091,+00 19 31.69,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815767,23 21 18.343,+00 43 29.78,0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815768,23 21 19.382,+00 41 37.64,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815769,23 21 19.512,+00 56 10.07,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815770,23 21 19.543,+00 31 41.56,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815771,23 21 20.117,+00 38 02.33,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815772,23 21 20.983,+00 54 57.13,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815773,23 21 21.230,+00 27 00.50,0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815774,23 21 21.233,+00 21 25.56,0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815775,23 21 21.430,+00 30 31.75,0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815776,23 21 21.559,+00 40 46.81,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815777,23 21 21.905,+01 02 53.74,0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815778,23 21 22.006,+00 37 28.88,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815779,23 21 22.018,+00 29 39.98,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815780,23 21 22.022,+00 35 10.75,0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815781,23 21 22.171,+00 59 41.53,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815782,23 21 22.774,+01 00 26.75,0,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815783,23 21 23.306,+00 36 11.81,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815784,23 21 23.328,+00 54 32.26,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815785,23 21 23.414,+00 04 43.10,0,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815786,23 21 23.414,+00 33 01.58,0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815787,23 21 23.928,+00 16 44.36,0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815788,23 21 24.055,+00 22 55.27,0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815789,23 21 24.127,+00 53 20.00,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815790,23 21 25.510,+00 37 17.26,0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815791,23 21 25.687,+00 55 59.77,0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815792,23 21 25.798,+00 49 12.61,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815793,23 21 25.807,+00 50 06.40,0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815794,23 21 25.968,+00 51 59.51,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815795,23 21 26.326,+01 01 10.38,0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815796,23 21 26.573,+00 09 03.28,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815797,23 21 26.842,+00 46 55.31,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815798,23 21 27.055,+00 28 34.00,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815799,23 21 27.228,+01 03 13.39,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815800,23 21 28.003,+00 45 04.32,0,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815801,23 21 28.080,+00 13 36.84,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815802,23 21 28.462,+00 41 32.93,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815803,23 21 28.718,+00 11 49.45,0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815804,23 21 29.189,+00 12 51.19,0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815805,23 21 29.952,+01 03 17.78,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815806,23 21 29.974,+01 03 13.25,0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815807,23 21 30.096,-09 54 57.13,0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251815808,23 21 30.518,+00 52 37.60,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
