EPIC,KepMag,Kmag,Teff,Radius,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,float,float,integer,float,float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767530,18.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767533,17.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767539,16.377,14.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767552,14.965,14.155,5637,0.864,0.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767574,15.082,12.857,4719,0.725,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767595,16.194,13.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767602,12.699,11.348,6116,1.244,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767619,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767641,13.543,11.646,4966,4.512,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767642,18.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767646,17.7,14.246,2969,0.135,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767673,18.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767710,17.822,14.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767713,17.779,14.77,3621,0.255,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767731,17.854,14.876,3705,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767756,16.434,14.878,5500,0.611,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767763,17.596,13.801,3510,0.23,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767783,10.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767795,18.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767798,14.586,12.733,5200,3.086,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767801,17.395,14.597,3679,0.278,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767810,17.1,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767821,13.807,12.043,5290,2.235,1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767833,14.545,12.382,4730,0.67,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767861,12.419,10.907,5732,0.981,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767866,17.1,13.75,3421,0.196,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767884,17.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767894,9.788,8.451,5805,1.173,1.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767916,14.789,11.393,3659,0.329,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767924,18.069,14.995,3671,0.253,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767943,17.634,13.406,3245,0.166,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767947,17.251,13.677,3417,0.217,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767954,16.602,14.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767962,17.668,15.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767963,11.854,10.657,6422,1.344,1.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767970,17.526,15.099,4292,0.457,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768001,14.718,12.662,5129,0.816,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768013,19.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768027,17.565,13.892,3759,0.394,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768039,18.594,14.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768041,17.905,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768078,17.325,14.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768102,17.516,15.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768123,12.56,11.295,6024,1.267,1.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768130,17.137,15.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768138,17.8,14.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768151,18.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768163,18.049,15.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768192,17.801,14.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768195,13.006,10.765,4809,10.789,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768196,14.27,12.82,5763,0.79,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768242,16.038,14.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768290,16.203,12.337,3274,0.172,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768292,18.101,14.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768330,17.031,15.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768353,18.163,15.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768359,11.515,9.124,4341,0.365,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768393,17.722,15.003,3906,0.373,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768398,17.525,15.183,7190,4.734,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768404,17.858,14.469,3352,0.187,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768406,14.258,11.62,4080,0.407,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768421,17.174,14.634,3665,0.259,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768474,12.088,10.698,5934,1.142,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768488,17.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768507,17.91,15.163,3775,0.301,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768515,9.127,6.055,4132,27.556,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768518,17.284,14.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768525,17.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768583,13.446,11.382,4953,4.219,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768599,13.005,9.831,3971,0.222,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768604,13.89,10.941,3605,0.279,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768634,13.823,11.789,5074,0.731,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768640,17.688,15.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768657,15.348,13.12,4540,0.665,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768669,17.187,14,3642,0.295,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768672,17.872,13.27,3220,0.162,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768678,17.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768690,16.968,14.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768712,10.385,8.845,5389,8.768,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768732,14.106,11.378,4093,0.472,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768746,17.887,15.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768750,14.195,12.471,5596,0.878,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768791,12.98,11.749,6288,1.354,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768810,18.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768820,16.821,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768828,17.177,14.591,3760,0.309,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768834,17.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768837,15.766,11.76,3094,0.156,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768843,17.47,13.884,3338,0.192,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768861,17.333,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768866,17.991,15.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768901,17.658,14.995,3769,0.31,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768920,10.621,8.533,4854,9.471,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768926,17.484,15.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768930,18.024,14.671,3392,0.206,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248768958,15.686,13.499,4767,0.568,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769041,17.047,14.079,3474,0.207,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769064,17.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769087,19.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769093,7.282,6.702,8411,2.175,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769106,12.765,11.213,5939,1.371,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769113,18.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769123,17.621,14.408,3491,0.198,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769192,11.033,9.595,5756,0.937,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769213,17.866,14.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769216,14.706,12.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769221,14.821,12.984,5325,2.598,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769238,13.354,11.483,4910,0.73,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769253,15.829,13.499,4493,0.607,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769259,11.848,10.134,5288,2.334,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769265,18.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769288,12.298,11.122,6308,1.381,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769295,14.408,11.084,3718,0.362,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769325,9.912,7.576,4629,11.98,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769354,18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769357,14.465,12.482,4925,0.697,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769364,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769366,16.355,14.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769370,16.915,14.113,3849,0.338,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769378,17.541,15.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769397,13.878,11.602,4474,0.539,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769430,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769435,17.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769447,18.818,15.024,3925,0.344,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769454,14.06,11.776,4789,0.713,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769456,16.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769509,11.341,9.748,5730,1.224,1.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769575,17.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769593,17.447,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769599,13.717,11.648,5017,3.965,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769608,17.209,13.406,3552,0.245,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769621,16.952,13.659,3514,0.238,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769667,16.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769678,13.784,11.923,5340,0.731,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769687,17.263,15.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769698,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769705,18.086,15.106,3709,0.263,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769734,18.24,14.734,4140,0.466,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769746,18.51,15.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769766,13.289,11.326,4916,0.753,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769774,18.081,14.909,3631,0.253,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769787,17.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769790,15.85,13.386,4394,0.548,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769791,17.848,14.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769794,16.539,13.629,3410,0.183,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769801,12.51,11.036,5712,0.962,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769803,12.476,10.355,4912,4.165,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769812,12.993,11.661,6000,1.452,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769814,13.694,11.839,5215,2.993,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769829,13.976,11.661,4498,43.668,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769830,11.136,8.987,4822,9.91,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769840,16.344,13.863,3734,0.304,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769843,17.297,15.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769859,12.86,11.58,6167,1.247,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769867,17.895,14.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769873,16.224,13.789,3667,0.287,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769875,12.463,10.512,4867,4.678,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769885,14.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769892,17.684,14.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769927,16.874,13.19,3725,0.306,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769935,14.486,11.042,3570,0.243,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769971,16.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769987,17.054,14.104,3989,0.452,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248769996,10.096,7.988,4780,10.795,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770002,17.303,14.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770016,16.883,13.989,4053,0.455,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770018,16.964,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770020,17.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770024,17.308,14.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770028,15.331,14.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770032,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770048,17.151,14.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770058,18.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770082,15.271,13.439,5379,0.651,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770117,12.772,10.377,4394,0.625,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770138,11.743,9.466,4673,0.646,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770160,12.391,10.829,5588,0.98,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770188,11.956,10.651,6390,1.574,1.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770196,17.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770203,17.062,15.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770209,16.057,12.793,3995,0.42,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770226,16.824,14.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770282,16.974,14.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770291,17.189,13.657,3407,0.211,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770350,17.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770357,16.54,14.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770399,18.514,15.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770431,18.051,15.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770443,18.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770447,9.967,7.717,4686,11.05,1.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770449,13.623,12.064,5515,0.776,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770461,12.804,11.523,6063,1.185,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770462,18.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770469,18.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770479,17.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770485,14.061,11.565,4313,0.576,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770494,16.748,15.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770510,17.915,13.971,3892,0.363,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770518,18.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770519,15.427,13.158,4635,0.544,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770522,14.112,12.187,5054,1.722,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770529,12.649,11.174,5759,1.843,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770534,17.704,14.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770538,17.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770592,11.075,9.853,6343,1.383,1.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770601,18.106,14.049,3610,0.255,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770637,14.761,12.96,5223,0.75,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770638,17.122,13.489,3373,0.202,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770645,11.491,9.408,4864,3.83,1.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770652,18.533,14.697,2714,0.117,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770656,17.827,15.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770664,18.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770676,14.217,11.016,3690,0.33,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770684,17.084,14.628,4160,0.463,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770698,17.706,15.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770725,17.61,13.469,3185,0.162,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770776,18.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770782,11.387,10.07,5954,1.206,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770804,14.125,12.392,5352,0.812,0.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770812,12.701,9.886,4354,86.253,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770833,14.215,11.428,3442,0.309,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770845,11.748,10.22,5484,2.006,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770855,16.591,15.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770860,11.872,9.685,4867,7.115,0.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770883,13.577,11.793,5326,0.822,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770893,9.742,8.277,6037,1.353,1.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770925,17.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770928,12.871,11.414,5849,1.308,1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770974,15.204,12.215,3981,0.424,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248770994,18.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771005,9.87,7.581,4967,9.632,1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771015,13.174,11.394,5165,0.803,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771047,16.42,12.166,3987,0.443,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771068,12.497,11.047,5807,1.607,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771080,17.348,14.716,4244,0.503,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771136,10.556,8.616,5074,0.786,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771146,17.34,14.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771150,18.112,13.601,3200,0.165,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771151,9.633,6.645,4033,44.844,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771157,16.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771163,17.297,14.265,4156,0.49,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771167,16.066,13.544,3781,0.328,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771179,17.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771184,18.491,14.141,3364,0.176,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771201,12.636,11.123,5730,1.019,1.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771241,13.935,11.936,5045,2.933,0.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771264,16.078,13.787,3870,0.288,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771275,17.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771278,12.916,10.909,5048,2.432,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771284,18.241,15.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771301,14.607,11.556,3897,0.421,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771322,19.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771340,16.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771343,16.513,14.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771346,15.23,11.779,3440,0.204,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771364,17.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771379,19.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771403,13.08,11.27,5285,0.791,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771406,14.065,11.391,4404,89.516,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771409,16.79,14.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771426,14.217,11.919,4549,0.656,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771430,14.451,12.42,4861,0.733,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771446,18.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771464,14.748,12.869,5184,0.767,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771467,16.966,15.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771492,13.423,11.424,5011,2.862,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771512,19.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771516,17.451,14.469,3873,0.415,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771571,15.83,13.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771574,13.533,11.74,5336,2.977,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771600,12.926,11.55,5997,1.076,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771657,14.639,12.583,4830,0.722,0.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771666,16.365,13.539,3688,0.231,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771675,18.145,14.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771678,16.929,13.431,3545,0.23,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771682,17.138,14.242,3767,0.318,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248771683,18.124,15.409,3973,0.244,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
