EPIC,KepMag,Kmag,Teff,Radius,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,float,float,integer,float,float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763316,17.181,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763320,16.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763324,8.782,5.645,3942,36.311,1.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763334,18.158,14.051,3403,0.194,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763346,16.318,14.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763368,14.527,12.581,5249,0.779,0.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763379,17.783,15.009,4111,0.464,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763409,17.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763419,11.579,10.175,5974,1.184,1.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763428,16.569,14.16,4459,0.589,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763448,17.683,14.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763470,17.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763474,10.254,8.839,6195,1.625,1.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763482,17.731,15.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763524,18.107,15.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763535,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763551,17.178,14.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763573,12.469,9.873,4387,53.376,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763589,14.622,12.108,4369,0.569,0.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763614,18.239,14.087,3227,0.161,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763675,16.42,14.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763680,16.888,14.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763691,18.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763701,16.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763708,17.588,14.589,3641,0.255,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763711,13.78,11.986,5281,0.829,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763730,13.634,11.53,4671,0.682,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763735,14.801,12.91,5215,0.784,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763741,12.913,11.22,5339,0.754,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763750,15.856,13.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763774,10.32,8.394,5078,3.192,0.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763787,15.091,13.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763789,18.36,15.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763791,18.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763808,16.577,14.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763828,16.466,14.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763847,17.028,14.453,3619,0.248,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763857,17.164,14.535,3668,0.272,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763858,16.78,13.105,3710,0.277,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763900,17.013,14.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763915,18.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763922,16.228,13.375,3477,0.195,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763930,16.932,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763950,16.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248763977,9.991,8.003,4881,10.561,1.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764001,15.401,12.389,4135,0.491,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764016,17.738,13.607,3580,0.243,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764028,17.086,14.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764032,15.813,12.549,3533,0.234,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764033,17.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764052,17.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764066,16.824,14.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764070,16.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764081,17.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764084,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764110,17.485,14.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764132,16.206,13.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764141,13.392,10.034,3650,0.324,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764148,17.385,14.969,4363,0.39,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764202,18.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764207,16.912,14.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764232,14.753,11.417,3719,0.356,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764240,12.129,10,4937,7.132,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764267,12.868,11.48,6231,1.334,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764277,17.458,13.94,3300,0.189,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764300,17.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764303,16.993,15.121,4884,1.968,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764314,14.643,12.83,5694,0.93,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764342,17.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764357,12.752,11.569,6179,1.303,1.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764378,13.226,10.174,3745,0.305,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764402,14.786,11.137,3238,0.163,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764408,11.648,10.175,5971,1.117,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764418,16.54,13.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764435,16.927,14.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764460,16.347,14.336,3848,0.321,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764464,12.587,10.602,4953,3.352,1.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764469,9.488,6.504,4137,28.905,1.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764470,17.964,14.329,3241,0.173,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764487,17.198,13.513,3497,0.222,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764507,17.511,15.125,4375,0.55,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764550,18.236,15.3,4013,0.38,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764576,12.972,11.691,6028,1.214,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764591,17.52,13.929,3300,0.181,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764592,12.877,11.56,6231,1.353,1.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764594,11.918,10.159,5307,8.975,0.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764607,16.68,13.003,3614,0.248,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764615,12.693,11.343,6236,0.895,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764628,15.857,14.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764633,17.186,14.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764651,19.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764662,12.782,10.58,4909,4.903,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764675,12.331,10.267,4952,5.533,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764676,14.758,12.007,4089,0.486,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764678,15.878,12.474,3581,0.278,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764707,16.594,13.939,4265,0.525,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764710,14.131,12.117,4954,0.664,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764729,17.588,14.961,4088,0.262,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764731,17.521,15.114,6185,1.033,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764733,11.64,10.291,5966,1.577,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764751,19.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764779,17.217,13.997,3615,0.277,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764799,15.804,14.316,4915,0.546,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764813,11.776,10.388,6051,1.495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764831,17.45,14.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764848,17.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764880,18.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764886,17.812,15.243,3851,0.298,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764918,16.034,13.263,4178,0.503,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764950,19.077,15.251,3474,0.157,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764953,15.948,14.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764965,15.831,12.575,4043,0.454,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764969,15.503,13.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248764976,17.887,15.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765000,14.36,11.578,4061,0.466,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765005,19.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765027,18.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765050,12.044,10.756,6078,1.313,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765056,11.333,10.078,6454,1.582,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765072,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765094,14.885,13.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765095,14.687,12.653,5011,0.733,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765101,16.57,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765124,13.349,10.639,4342,0.397,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765126,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765152,12.704,11.149,5759,0.88,0.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765157,15.408,12.394,3970,0.443,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765167,15.005,11.951,3922,0.439,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765170,17.44,14.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765181,17.178,14.791,4530,0.512,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765210,18.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765221,16.988,14.262,3554,0.243,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765251,16.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765260,11.451,10.251,6122,1.153,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765265,19.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765270,13.62,11.705,5093,2.72,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765284,18.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765312,16.742,14.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765371,11.263,10.131,5597,0.918,0.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765374,17.767,14.825,3758,0.299,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765376,18.347,15.205,3677,0.254,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765386,19.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765387,12.506,11.114,6025,1.442,0.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765422,12.255,10.459,5581,0.911,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765426,13.819,11.976,5248,2.463,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765433,17.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765443,13.985,11.541,4465,0.529,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765453,17.17,14.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765488,15.026,12.505,4921,0.876,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765527,18.211,15.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765560,19.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765588,11.311,9.291,5008,0.71,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765592,18.62,15.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765603,14.32,12.947,6223,0.968,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765609,9.793,8.533,6235,1.594,1.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765610,12.649,11.239,5869,1.079,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765627,18.699,15.331,3876,0.325,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765675,18.325,15.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765713,15.966,12.806,3492,0.218,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765719,17.134,14.941,4995,0.595,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765723,16.198,13.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765727,16.705,14.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765738,16.794,13.202,3653,0.268,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765741,17.807,15.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765747,12.89,11.439,5871,1.023,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765749,12.118,10.897,6258,1.192,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765757,11.605,10.877,7484,1.634,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765772,12.756,10.928,5349,1.28,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765785,9.614,8.232,5905,1.295,1.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765828,16.603,14.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765848,18.155,15.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765853,14.197,12.191,5002,0.611,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765876,17.466,14.21,3549,0.214,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765912,14.007,12.031,4920,3.154,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765928,12.914,11.47,5919,1.282,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765943,18.048,15.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765965,17.866,14.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765970,14.647,12.759,5207,0.716,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765975,13.832,12.102,5449,0.937,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248765999,11.516,10.103,5880,1.039,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766008,14.098,12.186,5070,4.382,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766047,14.759,10.637,3020,0.145,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766057,16.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766072,17.374,14.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766099,12.295,11.061,6032,1.218,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766137,14.269,12.082,4883,0.701,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766138,16.721,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766152,12.482,10.856,5532,2.065,1.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766170,13.067,11.006,4841,9.439,0.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766180,15.238,11.149,3394,0.19,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766187,18.49,14.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766191,15.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766197,17.227,14.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766209,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766233,14.567,12.487,5197,0.821,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766258,18.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766264,18.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766268,15.932,11.673,3493,0.197,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766309,18.033,15.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766314,17.067,14.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766354,17.33,14.505,3636,0.252,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766357,13.921,11.76,4910,21.292,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766372,18.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766377,12.864,11.506,6161,1.388,1.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766383,19.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766401,13.582,11.549,4971,0.73,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766411,18.853,14.869,3283,0.161,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766417,14.534,12.158,4434,0.502,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766423,19.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766444,16.31,13.218,3985,0.426,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766450,16.852,13.356,3423,0.199,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766501,16.945,13.437,3378,0.197,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766502,13.471,11.616,4975,11.61,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766504,17.658,14.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766515,11.79,10.093,5370,0.87,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766525,17.889,13.728,3455,0.185,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766544,12.537,11.036,5761,1.814,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766585,12.56,11.278,6092,1.371,1.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766597,16.365,13.856,3886,0.379,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766619,14.564,12.655,5203,0.845,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766651,17.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766661,18.042,14.715,3955,0.362,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766681,17.395,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766688,16.42,12.991,3428,0.208,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766692,17.468,14.654,3689,0.28,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766718,17.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766726,14.509,10.829,3607,0.286,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766743,12.916,10.855,5015,5.42,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766754,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766756,17.871,15.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766792,18.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766815,14.244,12.553,5351,0.84,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766819,14.936,12.422,4489,36.887,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766821,11.548,8.639,3898,0.407,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766826,17.751,15.016,3600,0.248,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766843,16.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766851,14.253,13.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766865,17.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766873,17.426,12.783,2817,0.128,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766890,15.24,12.221,3807,0.376,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766936,11.44,9.875,5702,0.928,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766941,16.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766964,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766971,16.778,14.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248766977,16.315,14.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767004,11.684,9.568,4848,3.186,1.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767016,14.608,13.32,6278,1.564,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767028,10.043,8.059,4960,4.205,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767057,14.427,12.396,4930,0.663,0.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767069,16.013,13.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767078,18.037,15.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767088,18.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767102,12.25,10.953,5997,1.251,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767113,18.209,14.199,2839,0.13,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767114,18.192,15.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767137,13.916,11.828,5036,0.768,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767140,13.094,10.975,4787,0.684,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767144,17.15,13.632,3379,0.208,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767170,17.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767183,16.867,12.948,3497,0.234,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767215,12.608,11.114,5684,0.987,1.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767226,11.972,10.562,5944,1.01,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767244,15.221,12.137,3566,0.255,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767245,18.05,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767253,13.374,11.041,4682,14.26,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767280,15.5,13.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767287,17.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767355,17.965,15.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767363,16.638,14.24,4334,0.551,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767393,15.9,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767404,12.624,10.578,4934,3.44,1.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767411,18.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767412,12.051,10.71,6078,1.444,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767417,15.313,12.34,3790,0.238,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767423,17.178,13.77,3417,0.233,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767429,15.999,13.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248767452,16.674,14.499,4699,0.533,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
