,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
5069,5069,5069,212131808,08 57 07.796,+22 39 17.74,1,13.385,,,564-045040,08570779+2239177,,STAR,gri,rpm,-23.9,3.2,-6.7,1.6,,,14.255,0.02,13.547,0.02,,,13.857,0.06,13.348,0.03,13.182,0.02,,,12.265,0.021,11.95,0.023,11.869,0.021,5741,175,175,4.447,0.07,0.168,-0.218,0.2,0.28,0.95,0.253,0.117,0.933,0.083,0.083,1.06,0.321,0.468,482.3,153.5,62.24,0.034,0.011,0.008
5070,5070,5070,212131831,08 44 27.956,+22 39 19.37,1,16.061,,,,,6597-301-4-0242-0210,EXTENDED,gri,,6,2,-5,2,,,,,,,17.464,0.028,16.457,0.005,16.068,0.005,15.891,0.006,15.746,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,5071,5071,212131837,08 42 01.599,+22 39 19.80,1,13.35,,,564-044454,08420159+2239198,,STAR,gri,rpm,-4.1,1.6,-7.3,1.7,,,13.92,0.01,13.323,0.01,,,13.565,0.02,13.122,0.01,13.258,0.59,,,12.042,0.02,11.707,0.023,11.63,0.021,5898,114,114,4.323,0.135,0.405,-0.251,0.25,0.25,1.135,0.731,0.212,1.019,0.109,0.131,0.643,0.437,0.492,556.8,338,137.9,0.033,0.011,0.007
5072,5072,5072,212131956,08 31 41.772,+22 39 28.83,1,17.302,,,564-043978,08314178+2239287,4508-301-4-0104-0323,EXTENDED,JHK,,-0.1,5.6,-1.2,5.4,,,,,,,,,,,,,,,,,14.83,0.072,14.059,0.071,13.784,0.062,,,,,,,,,,,,,,,,,,,,,,,,
5073,5073,5073,212131989,08 42 55.152,+22 39 30.04,1,13.888,,,564-044499,08425514+2239300,,STAR,gri,rpm,-16.7,1.8,-11.1,2.1,,,14.738,0.02,13.921,0.02,,,14.294,0.01,13.644,0.01,13.713,0.56,,,12.416,0.025,12.016,0.024,11.936,0.024,5313,126,63,4.552,0.025,0.07,-0.133,0.2,0.24,0.817,0.116,0.052,0.863,0.079,0.066,1.59,0.21,0.4,409.6,80.58,23.8,0.03,0.013,0.008
5074,5074,5074,212132026,08 29 15.739,+22 39 32.72,1,12.91,,,564-043859,08291574+2239327,,STAR,gri,rpm,-5.4,1.1,-27.2,3.1,,,13.774,0.044,13.097,0.032,,,13.406,0.032,12.879,0.041,12.697,0.062,,,11.768,0.022,11.409,0.022,11.347,0.017,5612,170,136,4.479,0.05,0.44,-0.138,0.2,0.32,0.934,0.704,0.107,0.947,0.058,0.093,1.161,0.3,0.907,375.4,268.9,55.15,0.031,0.011,0.007
5075,5075,5075,212132034,08 56 49.194,+22 39 33.75,1,12.593,,,564-045031,08564919+2239336,,STAR,gri,lam,42.2,1.6,-16.5,1.7,,,13.82,0.03,12.879,0.03,,,13.337,0.06,12.554,0.04,12.274,0.03,,,11.187,0.023,10.69,0.023,10.589,0.019,4953,148,148,4.603,0.03,0.025,-0.058,0.09,0.15,0.729,0.041,0.047,0.801,0.041,0.058,1.989,0.243,0.216,193.6,19.17,20.74,0.024,0.005,0.006
5076,5076,5076,212132092,08 45 39.604,+22 39 38.31,1,17.649,,,,08453960+2239383,,STAR,JHK,rpm,10,1,2,2,,,,,,,,,,,,,,,,,15.233,0.074,14.645,0.087,14.319,0.093,4102,570,407,4.792,0.18,0.15,-0.176,0.2,0.28,0.453,0.161,0.157,0.523,0.162,0.194,4.54,5.439,2.185,625.1,391,276.2,0.032,0.011,0.008
5077,5077,5077,212132195,08 23 56.896,+22 39 46.96,1,11.67,,,564-043555,08235691+2239467,,STAR,gri,rpm,-127.7,0.8,44.4,1.6,,,13.046,0.041,12.025,0.03,,,12.556,0.031,11.622,0.04,11.29,0.06,,,10.128,0.02,9.566,0.024,9.501,0.023,4689,56,74,4.633,0.048,0.02,-0.058,0.15,0.24,0.686,0.024,0.072,0.749,0.038,0.076,2.255,0.551,0.135,103,10.72,15.08,0.015,0.004,0.004
5078,5078,5078,212132201,08 51 11.901,+22 39 47.38,1,13.312,,,564-044819,08511189+2239473,,STAR,gri,lam,-8.1,1.1,-5.6,1.4,,,13.97,0.03,13.45,0.04,,,13.648,0.03,13.31,0.02,13.168,0.04,,,12.306,0.022,12.038,0.029,11.99,0.023,6296,128,128,4.144,0.12,0.144,-0.327,0.15,0.15,1.443,0.313,0.218,1.109,0.104,0.104,0.346,0.178,0.136,821.8,186.5,128.8,0.034,0.011,0.008
5079,5079,5079,212132265,08 53 18.994,+22 39 51.27,1,11.656,,1943-2150-1,564-044892,08531898+2239512,,STAR,gri,plx,-26.3,1.4,-8.8,1.7,,,12.237,0.269,11.461,0.157,,,12.024,0.03,11.638,0.03,11.498,0.04,,,10.729,0.022,10.441,0.02,10.441,0.022,6018,120,120,4.411,0.04,0.072,-0.378,0.3,0.36,1.005,0.107,0.097,0.925,0.153,0.096,0.908,0.184,0.206,246.1,29.5,29.5,0.027,0.007,0.008
5080,5080,5080,212132268,08 45 26.053,+22 39 51.49,1,13.89,,,564-044607,08452605+2239515,,STAR,gri,rpm,3.4,1.5,-7.4,1.3,,,14.454,0.03,13.843,0.02,,,14.095,0.01,13.658,0.03,13.802,0.57,,,12.622,0.023,12.318,0.024,12.215,0.024,5990,95,95,4.253,0.174,0.232,-0.185,0.2,0.2,1.204,0.449,0.216,1.037,0.118,0.118,0.529,0.369,0.302,780.4,279.6,153.3,0.034,0.013,0.007
5081,5081,5081,212132294,08 50 17.688,+22 39 53.62,1,13.565,,,564-044792,08501768+2239536,,STAR,gri,lam,1.9,1.2,-2.6,1.9,,,14.28,0.04,13.694,0.02,,,13.95,0.03,13.54,0.03,13.4,0.03,,,12.535,0.025,12.262,0.023,12.194,0.02,6060,144,120,4.254,0.12,0.144,-0.185,0.12,0.12,1.241,0.236,0.168,1.056,0.085,0.085,0.498,0.264,0.199,769.9,159.1,111.6,0.034,0.013,0.008
5082,5082,5082,212132304,08 57 23.764,+22 39 54.26,1,13.771,,,564-045050,08572376+2239542,,STAR,gri,lam,7.4,1.8,-9.2,1.9,,,14.586,0.04,13.95,0.01,,,14.22,0.06,13.767,0.03,13.579,0.04,,,12.749,0.022,12.423,0.024,12.357,0.021,5855,141,141,4.428,0.05,0.06,-0.115,0.12,0.12,1.02,0.083,0.091,1.008,0.064,0.064,0.958,0.207,0.201,658.7,70.23,63.47,0.034,0.013,0.008
5083,5083,5083,212132309,08 50 50.798,+22 39 54.55,1,11.92,,1943-104-1,564-044809,08505079+2239546,,STAR,gri,rpm,-9.1,1.8,-1.7,2,,,12.776,0.311,11.833,0.181,,,12.409,0.03,11.888,0.02,11.711,0.02,,,10.785,0.023,10.463,0.025,10.393,0.019,5684,113,90,3.955,0.528,0.144,-0.102,0.16,0.2,1.79,0.461,0.891,1.048,0.148,0.106,0.178,0.998,0.074,441.5,112.3,200.2,0.031,0.013,0.006
5084,5084,5084,212132356,08 30 25.947,+22 39 57.96,1,17.895,,,,08302594+2239579,4508-301-4-0102-0263,STAR,gri,rpm,-26,3,-17,3,,,,,,,22.91,0.34,20.019,0.016,18.525,0.009,16.985,0.006,16.148,0.008,14.684,0.033,14.11,0.043,13.816,0.046,3449,144,123,5.086,0.035,0.042,-0.027,0.15,0.24,0.21,0.028,0.025,0.191,0.035,0.029,20.48,4.427,3.64,161,28.16,23.97,0.022,0.008,0.005
5085,5085,5085,212132358,08 44 59.908,+22 39 58.15,1,13.194,,,564-044584,08445990+2239581,,STAR,gri,lam,-8.4,1.5,-40,2,,,13.724,0.01,13.138,0.04,,,13.381,0.01,12.956,0.02,13.114,0.58,,,11.898,0.02,11.562,0.024,11.511,0.019,5866,140,116,4.445,0.05,0.06,-0.319,0.15,0.15,0.949,0.075,0.069,0.917,0.087,0.062,1.032,0.223,0.183,425,41,44.47,0.031,0.011,0.007
5086,5086,5086,212132360,08 50 00.855,+22 39 58.23,1,12.389,,,564-044783,08500084+2239583,,STAR,gri,rpm,-30.8,0.6,-8,1.4,,,13.033,0.02,12.506,0.02,,,12.707,0.03,12.36,0.02,12.253,0.02,,,11.481,0.024,11.231,0.031,11.17,0.024,6182,100,125,4.242,0.125,0.175,-0.533,0.25,0.35,1.201,0.297,0.202,0.919,0.151,0.068,0.478,0.28,0.227,457.2,128.8,74.28,0.029,0.012,0.006
5087,5087,5087,212132376,08 57 08.224,+22 39 59.43,1,17.023,,,,,5045-301-5-0159-0161,EXTENDED,gri,,-6,3,-2,3,,,,,,,18.738,0.037,17.616,0.007,17.087,0.007,16.769,0.008,16.584,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,5088,5088,212132380,08 54 51.122,+22 39 59.68,1,13.817,,,564-044951,08545112+2239596,5038-301-6-0055-0140,STAR,gri,rpm,-4.7,1.4,-3.6,1.5,,,14.503,0.02,13.955,0.01,,,14.171,0.01,13.774,0.01,13.665,0.01,,,12.9,0.026,12.541,0.021,12.525,0.021,5977,119,95,4.245,0.175,0.315,-0.355,0.24,0.24,1.191,0.49,0.26,0.978,0.107,0.09,0.464,0.542,0.299,860.5,321.9,200.2,0.033,0.008,0.007
5089,5089,5089,212132408,08 45 16.470,+22 40 01.60,1,13.623,,,564-044596,08451647+2240016,,STAR,gri,rpm,-5.2,3.3,-1.8,2.7,,,14.156,0.02,13.535,0.04,,,13.782,0.01,13.357,0.02,13.554,0.61,,,12.362,0.025,12.046,0.021,12.052,0.021,6001,95,95,4.22,0.175,0.28,-0.178,0.16,0.24,1.243,0.54,0.251,1.055,0.109,0.131,0.505,0.424,0.315,726.4,279.5,176.9,0.032,0.01,0.006
5090,5090,5090,212132440,08 58 10.277,+22 40 03.85,1,13.344,,,564-045082,08581027+2240038,,STAR,gri,lam,3.8,1.8,-14,2.5,,,14.189,0.03,13.5,0.02,,,13.803,0.05,13.304,0.03,13.147,0.03,,,12.237,0.021,11.92,0.024,11.864,0.023,5712,171,137,3.913,0.126,0.084,-0.132,0.12,0.15,1.914,0.229,0.316,1.111,0.093,0.078,0.152,0.088,0.04,951.9,129,131.2,0.035,0.011,0.008
5091,5091,5091,212132514,08 39 13.712,+22 40 09.33,1,13.71,,,564-044340,08391371+2240094,,STAR,gri,rpm,-2.3,1.7,-14.4,1.9,,,14.436,0.03,13.633,0.02,,,14,0.01,13.361,0.03,13.585,0.75,,,12.065,0.02,11.585,0.022,11.499,0.02,5127,82,82,3.23,0.504,0.18,-0.839,0.54,0.14,3.646,0.85,1.346,0.896,0.018,0.018,0.015,0.065,0.007,1476,401,525.9,0.032,0.007,0.007
5092,5092,5092,212132530,08 44 32.321,+22 40 10.54,1,13.854,,,564-044562,08443231+2240106,,STAR,gri,lam,-0.1,2.1,-8.2,1.8,,,14.183,0.03,13.727,0.02,,,13.898,0.01,13.594,0.01,13.834,0.56,,,12.712,0.022,12.526,0.026,12.479,0.024,6265,151,125,4.246,0.09,0.108,-0.362,0.12,0.15,1.252,0.198,0.144,1.032,0.092,0.092,0.52,0.19,0.162,859.8,146.7,105.8,0.032,0.01,0.006
5093,5093,5093,212132538,08 43 38.068,+22 40 11.47,1,11.409,,1942-974-1,564-044518,08433806+2240114,,STAR,gri,plx,-6.5,1.3,-7.4,1.4,,,11.674,0.092,11.228,0.101,,,11.474,0.01,11.166,0.01,11.381,0.59,,,10.333,0.025,10.121,0.025,10.061,0.02,6436,129,103,3.925,0.18,0.18,-0.029,0.12,0.15,2.079,0.624,0.48,1.436,0.215,0.18,0.157,0.153,0.088,745.9,429.8,429.8,0.032,0.011,0.007
5094,5094,5094,212132553,08 29 21.973,+22 40 13.02,1,16.79,,,,08292197+2240130,4517-301-4-0109-0234,EXTENDED,gri,,-1,3,3,3,,,,,,,19.62,0.065,17.739,0.007,16.796,0.005,16.383,0.005,16.061,0.011,15.698,0.092,14.938,0.098,14.705,0.101,,,,,,,,,,,,,,,,,,,,,,,,
5095,5095,5095,212132566,08 26 28.570,+22 40 13.99,1,17.133,,,,08262856+2240139,4469-301-1-0102-0330,STAR,gri,rpm,-43,3,-8,3,,,,,,,21.913,0.177,19.338,0.012,17.837,0.006,16.188,0.004,15.285,0.005,13.76,0.026,13.135,0.027,12.856,0.028,3417,34,41,5.135,0.02,0.048,-0.173,0.26,0.06,0.18,0.022,0.004,0.161,0.023,0.003,27.65,1.659,5.686,90.19,11,2.706,0.02,0.002,0.008
5096,5096,5096,212132725,08 31 08.438,+22 40 23.84,1,11.081,,1941-1703-1,564-043949,08310844+2240239,,STAR,gri,plx,-0.6,1.5,-26.8,1.6,,,11.451,0.087,10.882,0.083,,,11.3,0.03,11.007,0.04,10.931,0.06,,,10.199,0.02,10.041,0.022,10,0.018,6604,162,135,4.225,0.07,0.098,-0.045,0.12,0.12,1.437,0.214,0.135,1.326,0.085,0.085,0.422,0.121,0.126,305.4,51.25,51.25,0.029,0.01,0.007
5097,5097,5097,212132736,08 54 16.057,+22 40 24.99,1,10.655,,,564-044928,08541605+2240250,,STAR,gri,rpm,-2.1,1.7,-20.7,0.7,,,11.496,0.01,10.804,0.01,,,11.134,0.01,10.622,0.01,10.449,0.01,,,9.57,0.023,9.269,0.022,9.164,0.02,5714,92,92,4.093,0.392,0.343,0.014,0.15,0.24,1.493,0.867,0.608,1.078,0.197,0.099,0.279,0.832,0.196,225.9,115.1,95.42,0.028,0.009,0.011
5098,5098,5098,212132839,08 27 16.029,+22 40 32.63,1,16.723,,,,08271602+2240326,4508-301-5-0098-0359,STAR,gri,rpm,6,3,-53,3,,,,,,,21.261,0.085,18.509,0.008,17.1,0.005,15.958,0.005,15.361,0.006,14.037,0.026,13.376,0.03,13.177,0.026,3348,40,53,5.094,0.026,0.02,0.077,0.08,0.06,0.197,0.004,0.011,0.176,0.007,0.012,23.1,2.7,1.386,109.5,4.372,8.248,0.016,0.003,0.001
5099,5099,5099,212132877,08 38 33.491,+22 40 35.02,1,16.866,,,,08383349+2240350,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.738,0.036,14.146,0.037,13.917,0.055,3785,455,252,4.932,0.105,0.147,-0.141,0.2,0.28,0.313,0.134,0.094,0.365,0.167,0.139,9.374,7.684,4.804,302.5,218.9,110.3,0.029,0.01,0.008
5100,5100,5100,212133135,08 58 21.855,+22 40 53.62,1,12.726,,,564-045092,08582184+2240536,,STAR,gri,lam,13.4,1.3,-6.2,1.9,,,13.539,0.03,12.865,0.02,,,13.163,0.05,12.692,0.04,12.54,0.03,,,11.661,0.02,11.387,0.023,11.322,0.02,6025,145,145,4.306,0.09,0.126,0.044,0.08,0.1,1.214,0.222,0.137,1.126,0.097,0.069,0.573,0.259,0.202,501.3,87.13,62.67,0.031,0.01,0.007
5101,5101,5101,212133146,08 26 52.357,+22 40 54.04,1,15.386,,,564-043731,08265238+2240531,,STAR,BV,rpm,-0.3,2.9,-7.8,3.3,,,15.911,0.08,15.444,0.053,,,15.826,0.049,,,,,,,14.639,0.038,14.164,0.046,14.247,0.054,5171,307,255,4.574,0.05,0.1,-0.276,0.25,0.35,0.762,0.153,0.073,0.806,0.089,0.074,1.773,0.408,0.602,1035,325.5,145.9,0.033,0.011,0.007
5102,5102,5102,212133156,08 41 45.895,+22 40 54.93,1,13.374,,,564-044440,08414589+2240549,,STAR,gri,lam,-4.8,1.4,9.2,2.2,,,13.794,0.02,13.301,0.01,,,13.483,0.01,13.163,0.01,13.328,0.6,,,12.241,0.022,11.986,0.021,11.968,0.021,6139,147,147,4.176,0.13,0.156,-0.192,0.15,0.12,1.338,0.36,0.21,1.103,0.11,0.092,0.395,0.238,0.171,740.5,170.5,117.4,0.033,0.01,0.007
5103,5103,5103,212133159,08 37 57.277,+22 40 55.42,1,17.136,,,,08375727+2240554,4508-301-2-0112-0223,STAR,gri,rpm,-40,3,-18,3,,,,,,,21.835,0.14,19.169,0.01,17.723,0.006,16.264,0.005,15.435,0.006,14.047,0.032,13.361,0.032,13.148,0.032,3598,86,129,5.03,0.049,0.035,-0.121,0.21,0.15,0.253,0.03,0.037,0.248,0.043,0.043,15.25,4.486,3.024,156.8,22.82,27.16,0.021,0.008,0.007
5104,5104,5104,212133190,08 45 05.403,+22 40 57.11,1,18.888,,,,08450540+2240571,6597-301-4-0243-0457,STAR,gri,rpm,-15,5,-31,5,,,,,,,23.363,0.466,21.304,0.037,19.714,0.018,17.853,0.008,16.797,0.011,15.193,0.049,14.616,0.065,14.277,0.066,3270,154,103,5.152,0.024,0.028,-0.101,0.2,0.2,0.166,0.015,0.008,0.145,0.018,0.007,30.64,3.346,4.138,152.1,24.47,12.1,0.021,0.009,0.005
5105,5105,5105,212133191,08 44 36.627,+22 40 57.22,1,13.372,,,564-044566,08443662+2240570,,STAR,gri,rpm,-6.1,1.2,0,1.7,,,13.752,0.01,13.273,0.04,,,13.446,0.01,13.128,0.02,13.34,0.58,,,12.216,0.022,11.933,0.024,11.92,0.021,6297,99,124,4.159,0.15,0.21,-0.226,0.16,0.32,1.389,0.415,0.236,1.132,0.16,0.133,0.368,0.264,0.196,765.1,202.5,136,0.031,0.01,0.007
5106,5106,5106,212133268,08 55 31.789,+22 41 03.28,1,13.826,,,564-044973,08553179+2241032,,STAR,gri,rpm,-45.7,2.1,-4.2,2.6,,,15.969,0.03,14.532,0.04,,,15.252,0.06,13.814,0.06,13.214,0.02,,,11.687,0.023,11.003,0.021,10.845,0.022,3998,48,64,4.838,0.03,0.048,-0.041,0.15,0.15,0.442,0.05,0.026,0.507,0.053,0.033,5.62,0.686,1.052,115,22.32,13.68,0.019,0.006,0.004
5107,5107,5107,212133350,08 55 18.343,+22 41 09.46,1,13.708,,,564-044959,08551833+2241094,,STAR,gri,rpm,-7.2,1.3,7.6,2.1,,,14.435,0.05,13.855,0.05,,,14.074,0.07,13.7,0.05,13.551,0.02,,,12.834,0.026,12.519,0.023,12.455,0.02,5936,143,143,4.331,0.115,0.276,-0.269,0.24,0.28,1.119,0.46,0.192,0.984,0.109,0.091,0.678,0.337,0.42,789.8,278.6,160.1,0.033,0.011,0.008
5108,5108,5108,212133388,08 53 52.074,+22 41 12.05,1,13.937,,,564-044915,08535207+2241121,5038-301-6-0054-0048,STAR,gri,rpm,-1.7,2.5,-72.7,1.4,,,14.421,0.03,13.993,0.02,,,14.147,0.03,13.867,0.02,13.718,0.06,,,12.94,0.023,12.64,0.022,12.618,0.022,6209,191,191,4.326,0.095,0.171,-1.106,0.35,0.91,1.016,0.237,0.167,0.804,0.052,0.063,0.733,0.376,0.311,569.4,152.7,186.2,0.034,0.008,0.01
5109,5109,5109,212133419,08 41 01.029,+22 41 14.04,1,13.737,,,564-044409,08410102+2241140,6728-301-4-0143-0080,STAR,gri,lam,-0.7,1.8,-12.8,3.5,,,14.262,0.03,13.804,0.04,,,13.954,0.03,13.664,0.02,14.044,0.74,,,12.77,0.023,12.537,0.026,12.524,0.027,6250,151,151,4.254,0.09,0.126,-0.366,0.15,0.15,1.263,0.231,0.169,1.032,0.103,0.086,0.52,0.19,0.204,872.9,154.6,110.9,0.034,0.011,0.008
5110,5110,5110,212133538,08 45 45.415,+22 41 21.71,1,12.741,,,564-044622,08454541+2241217,,STAR,gri,rpm,-22,1.1,-1.3,1.2,,,13.146,0.01,12.619,0.04,,,12.83,0.031,12.468,0.02,12.704,0.59,,,11.547,0.02,11.31,0.022,11.251,0.017,6221,99,99,4.249,0.09,0.162,-0.218,0.2,0.24,1.293,0.291,0.154,1.121,0.117,0.164,0.499,0.19,0.22,519.4,121.4,75.69,0.03,0.008,0.007
5111,5111,5111,212133552,08 39 03.436,+22 41 22.51,1,11.718,,1942-981-1,564-044332,08390344+2241226,,STAR,gri,plx,-15.4,1.4,-16.4,1.6,,,12.22,0.215,11.475,0.133,,,11.795,0.01,11.363,0.03,11.685,0.75,,,10.372,0.02,10.103,0.022,10.027,0.018,6030,96,96,4.016,0.165,0.165,-0.015,0.12,0.21,1.694,0.508,0.333,1.196,0.194,0.138,0.216,0.177,0.111,452.4,147.6,147.6,0.031,0.011,0.007
5112,5112,5112,212133596,08 46 11.927,+22 41 25.89,1,13.981,,,564-044637,08461191+2241257,,STAR,gri,rpm,-7.9,2.3,1.3,2.3,,,14.551,0.01,13.941,0.03,,,14.194,0.02,13.732,0.03,13.89,0.62,,,12.619,0.025,12.228,0.026,12.153,0.026,5745,135,135,4.375,0.105,0.567,-0.314,0.25,0.35,1.06,1.02,0.203,0.949,0.104,0.087,0.785,0.506,0.677,655.9,532.2,138.7,0.034,0.01,0.007
5113,5113,5113,212133597,08 42 53.515,+22 41 26.14,1,16.491,,,,,4508-301-1-0119-0276,EXTENDED,gri,,7,3,24,3,,,,,,,18.395,0.044,17.047,0.014,16.525,0.008,16.253,0.013,16.228,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,5114,5114,212133670,08 54 25.163,+22 41 31.92,1,13.309,,,564-044936,08542515+2241318,,STAR,gri,rpm,-8,1.3,-5.4,1.1,,,14.097,0.01,13.46,0.01,,,13.727,0.01,13.284,0.02,13.13,0.02,,,12.235,0.023,11.905,0.02,11.827,0.017,5903,94,118,4.262,0.175,0.385,-0.251,0.25,0.3,1.216,0.694,0.316,1.024,0.107,0.149,0.494,0.576,0.358,633.8,356,180.1,0.033,0.01,0.007
5115,5115,5115,212133711,08 37 03.226,+22 41 34.98,1,12.151,,1942-750-1,564-044228,08370322+2241350,,STAR,BV,plx,4.3,1.4,-6.4,1.5,,,12.138,0.148,12.061,0.193,,,,,,,,,,,10.427,0.023,10.086,0.023,10.006,0.024,5917,136,171,4.31,0.1,0.16,-0.086,0.2,0.28,1.151,0.265,0.125,1.019,0.073,0.088,0.625,0.248,0.282,279.3,36.6,36.6,0.028,0.01,0.007
5116,5116,5116,212133873,08 38 34.801,+22 41 46.50,1,16.328,,,,08383480+2241464,4508-301-2-0113-0362,EXTENDED,gri,,10,3,-3,3,,,,,,,19.428,0.054,17.376,0.006,16.32,0.004,15.879,0.004,15.497,0.007,15.117,0.057,14.384,0.066,13.833,0.054,,,,,,,,,,,,,,,,,,,,,,,,
5117,5117,5117,212133953,08 52 53.788,+22 41 51.09,1,13.381,,,564-044870,08525378+2241511,,STAR,gri,rpm,-5.4,1.9,-6.4,1.4,,,14.098,0.03,13.517,0.01,,,13.747,0.03,13.36,0.04,13.225,0.03,,,12.418,0.023,12.134,0.023,12.071,0.021,6055,146,122,4.237,0.14,0.224,-0.252,0.24,0.24,1.27,0.417,0.243,1.051,0.123,0.123,0.482,0.3,0.26,736.5,225.9,128.1,0.035,0.011,0.008
5118,5118,5118,212133970,08 58 18.146,+22 41 52.73,1,10.118,,1950-561-1,564-045089,08581814+2241526,,STAR,gri,rpm,16.1,1.1,4.5,1.1,,,11.369,0.097,10.368,0.057,,,10.843,0.05,10.104,0.04,9.808,0.03,,,8.664,0.018,8.194,0.02,8.079,0.016,4937,80,80,2.426,0.714,0.07,-0.493,0.28,0.2,10.344,0.74,5.219,1.055,0.294,0.126,9.21E-04,0.008,1.72E-04,781,69.84,370.2,0.032,0.011,0.008
5119,5119,5119,212134013,08 44 38.111,+22 41 55.20,1,11.252,,1942-872-1,564-044568,08443811+2241551,,STAR,gri,plx,8.3,1.3,-4.9,1.3,,,11.56,0.085,11.308,0.107,,,11.364,0.01,11.214,0.02,11.547,0.6,,,10.604,0.02,10.492,0.022,10.454,0.018,7201,114,143,4.077,0.11,0.132,-0.032,0.1,0.1,1.87,0.349,0.249,1.603,0.097,0.08,0.227,0.109,0.085,551.3,223.9,223.9,0.034,0.011,0.007
5120,5120,5120,212134022,08 58 04.930,+22 41 55.71,1,12.727,,,564-045075,08580492+2241557,,STAR,gri,rpm,-11.3,1.6,-4.7,1.3,,,13.326,0.03,12.824,0.02,,,13.024,0.05,12.702,0.04,12.6,0.04,,,11.826,0.021,11.621,0.023,11.554,0.023,6376,128,153,4.18,0.12,0.18,-0.099,0.15,0.18,1.454,0.45,0.202,1.246,0.13,0.13,0.365,0.169,0.181,689.4,189.8,114.9,0.034,0.013,0.008
5121,5121,5121,212134116,08 30 00.382,+22 42 02.70,1,14.083,,,564-043891,08300039+2242029,4517-301-4-0110-0285,STAR,JHK,rpm,4.5,2.1,-87.9,2.4,,,,,,,,,,,,,,,,,11.868,0.023,11.268,0.021,11.021,0.02,3625,116,116,4.99,0.07,0.05,0.001,0.15,0.12,0.285,0.051,0.058,0.294,0.072,0.072,12.15,5.74,3.429,78.78,16.28,22.96,0.011,0.005,0.004
5122,5122,5122,212134288,08 50 27.812,+22 42 15.17,1,14.854,,,564-044797,08502781+2242154,,STAR,gri,rpm,11.7,7.8,-24,7.6,,,17.299,0.18,15.7,0.11,,,16.486,0.03,15.155,0.01,14.155,0.03,,,12.288,0.022,11.674,0.021,11.444,0.018,3759,104,59,4.92,0.056,0.04,0.012,0.16,0.1,0.364,0.033,0.053,0.394,0.045,0.063,8.094,2.724,1.423,111.1,13.27,18.34,0.016,0.007,0.003
5123,5123,5123,212134424,08 57 47.727,+22 42 24.72,1,12.713,,,564-045063,08574772+2242246,,STAR,gri,rpm,3.7,1.3,-9.6,1.7,,,13.535,0.04,12.859,0.01,,,13.152,0.05,12.658,0.04,12.525,0.04,,,11.675,0.021,11.365,0.023,11.289,0.021,5865,139,139,4.249,0.198,0.33,-0.015,0.12,0.21,1.212,0.71,0.229,1.061,0.153,0.096,0.523,0.407,0.375,494.3,263.2,104.4,0.032,0.01,0.007
5124,5124,5124,212134428,08 44 54.791,+22 42 25.21,1,17.125,,,,08445479+2242252,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.589,0.052,13.954,0.065,13.608,0.056,3708,406,253,4.955,0.11,0.154,-0.101,0.16,0.24,0.301,0.14,0.096,0.332,0.192,0.137,10.93,9.654,5.815,248.6,201.7,97.05,0.026,0.01,0.008
5125,5125,5125,212134432,08 43 24.146,+22 42 25.50,1,13.914,,,564-044512,08432414+2242255,,STAR,gri,lam,-0.2,2.2,-10.9,2,,,14.477,0.02,13.823,0.01,,,14.106,0.01,13.632,0.01,13.832,0.58,,,12.609,0.023,12.344,0.022,12.22,0.019,5852,139,139,4.327,0.105,0.189,-0.012,0.1,0.12,1.114,0.315,0.144,1.034,0.089,0.074,0.66,0.305,0.327,699.9,209.3,105.6,0.033,0.011,0.007
5126,5126,5126,212134479,08 53 52.437,+22 42 28.67,1,15.162,,,564-044916,08535243+2242287,5038-301-6-0054-0069,STAR,gri,rpm,1.1,2.3,-4.6,2.4,,,16.029,0.05,15.335,0.05,,,15.659,0.04,15.177,0.01,14.949,0.08,,,13.992,0.026,13.709,0.033,13.559,0.034,5862,118,142,4.403,0.075,0.255,-0.234,0.2,0.24,1.015,0.399,0.131,0.964,0.093,0.093,0.879,0.32,0.533,1166,458.5,178.2,0.035,0.013,0.008
