,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
1982,1982,1982,211980375,08 31 08.853,+19 56 18.80,1,18.105,,,,08310885+1956187,5045-301-5-0114-0328,STAR,gri,rpm,-20,4,-10,4,,,,,,,22.497,0.264,20.262,0.02,18.76,0.01,17.181,0.006,16.297,0.008,14.762,0.037,14.158,0.038,13.832,0.041,3443,122,102,5.096,0.03,0.048,-0.056,0.18,0.15,0.202,0.033,0.021,0.186,0.039,0.024,21.96,4.14,4.717,160.3,31.53,22.28,0.022,0.01,0.008
1983,1983,1983,211980401,08 29 05.633,+19 56 20.70,1,12.794,,,550-045400,08290563+1956206,,STAR,gri,rpm,-2.8,1.2,6,1.4,,,13.379,0.05,12.862,0.03,,,13.083,0.01,12.764,0.01,12.67,0.08,,,11.919,0.021,11.674,0.022,11.636,0.018,6324,126,126,4.148,0.144,0.192,-0.201,0.16,0.28,1.432,0.474,0.249,1.185,0.125,0.199,0.339,0.192,0.173,704.2,213.9,127,0.03,0.008,0.006
1984,1984,1984,211980437,08 52 40.729,+19 56 22.71,1,12.998,,,550-046425,08524072+1956227,,STAR,gri,rpm,24,1.5,-7.1,1.7,,,14.011,0.01,13.163,0.02,,,13.586,0.04,12.924,0.01,12.746,0.04,,,11.651,0.02,11.235,0.021,11.134,0.018,5280,105,105,4.537,0.036,0.666,-0.058,0.16,0.36,0.838,1.066,0.06,0.897,0.043,0.06,1.484,0.22,1.346,297.9,360.4,27.46,0.028,0.013,0.006
1985,1985,1985,211980450,08 40 39.376,+19 56 23.88,1,16.798,,,,08403937+1956238,5045-301-3-0128-0293,STAR,gri,rpm,-38,3,-9,3,,,,,,,21.154,0.09,18.915,0.009,17.42,0.005,15.89,0.004,15.047,0.005,13.557,0.03,12.987,0.03,12.686,0.027,3435,122,54,5.089,0.036,0.066,-0.019,0.16,0.2,0.207,0.046,0.026,0.189,0.056,0.026,20.87,5.524,6.196,97.04,19.57,14.14,0.014,0.003,0.002
1986,1986,1986,211980451,08 18 43.351,+19 56 23.99,1,13.094,,,550-044865,08184335+1956240,,STAR,gri,rpm,-23.2,2.2,-10.5,2.6,,,13.958,0.03,13.208,0.01,,,13.559,0.01,13.026,0.02,12.895,0.02,,,11.942,0.021,11.549,0.02,11.485,0.021,5629,88,110,4.499,0.03,0.048,-0.183,0.12,0.33,0.887,0.086,0.078,0.936,0.063,0.138,1.253,0.253,0.248,386.3,49.14,43.59,0.035,0.01,0.008
1987,1987,1987,211980454,08 17 57.445,+19 56 24.05,1,12.98,,,550-044826,08175745+1956241,,STAR,gri,rpm,-24.3,2.1,-16.5,2.8,,,13.894,0.01,13.084,0.01,,,13.47,0.01,12.868,0.041,12.77,0.01,,,11.794,0.021,11.438,0.02,11.381,0.02,5576,112,89,4.487,0.03,0.072,-0.003,0.15,0.18,0.92,0.1,0.065,0.952,0.07,0.07,1.211,0.179,0.292,372.4,53.99,34.33,0.03,0.011,0.008
1988,1988,1988,211980480,08 12 13.424,+19 56 25.23,1,11.798,,,550-044520,08121343+1956252,,STAR,gri,rpm,-10.1,1.2,-45.9,2.9,,,12.414,0.02,11.855,0.02,,,12.099,0.02,11.759,0.04,11.669,0.02,,,10.853,0.019,10.59,0.017,10.516,0.013,6159,73,98,4.248,0.126,0.21,-0.608,0.48,0.4,1.223,0.294,0.201,0.939,0.176,0.106,0.538,0.276,0.268,365,61.87,76.41,0.032,0.008,0.008
1989,1989,1989,211980540,08 15 44.953,+19 56 28.72,1,12.907,,,550-044703,08154495+1956287,,STAR,gri,rpm,6.1,1.7,-7.1,2,,,13.47,0.01,12.953,0.01,,,13.163,0.01,12.846,0.041,12.797,0.03,,,12,0.024,11.745,0.027,11.719,0.025,6340,128,153,4.178,0.125,0.15,-0.241,0.2,0.28,1.403,0.323,0.223,1.171,0.132,0.184,0.396,0.217,0.181,712.8,176.3,119.9,0.032,0.011,0.006
1990,1990,1990,211980552,08 15 28.888,+19 56 29.40,1,13.547,,,550-044686,08152888+1956294,,STAR,gri,rpm,-1,1.8,-4.2,2.1,,,14.349,0.02,13.646,0.02,,,13.968,0.01,13.494,0.01,13.367,0.02,,,12.453,0.02,12.234,0.024,12.087,0.018,5979,72,96,4.215,0.17,0.238,0.073,0.09,0.18,1.346,0.512,0.277,1.128,0.143,0.089,0.401,0.329,0.228,799.5,293.5,160,0.036,0.008,0.007
1991,1991,1991,211980568,08 43 53.829,+19 56 30.06,1,12.921,,,550-046096,08435382+1956300,,STAR,gri,rpm,-9.7,1.6,-8.7,1.9,,,13.707,0.01,13.063,0.01,,,13.347,0.02,12.874,0.02,12.739,0.02,,,11.832,0.025,11.472,0.021,11.418,0.02,5803,91,91,4.23,0.234,0.429,-0.193,0.2,0.44,1.239,0.817,0.299,1.011,0.094,0.094,0.498,0.597,0.381,535.9,295.6,136.1,0.032,0.008,0.006
1992,1992,1992,211980574,08 40 51.858,+19 56 30.37,1,15.671,,,550-045966,08405187+1956302,,STAR,JHK,rpm,-45,5.9,-11.6,5.7,,,,,,,,,,,,,,,,,13.298,0.025,12.679,0.028,12.4,0.022,3574,192,107,5.006,0.055,0.066,0.021,0.08,0.14,0.265,0.072,0.042,0.267,0.089,0.055,13.9,4.636,4.61,112.6,38.87,21.5,0.017,0.005,0.007
1993,1993,1993,211980601,08 25 43.662,+19 56 31.42,1,13.681,,,550-045253,08254366+1956313,,STAR,gri,rpm,4.7,2.2,-11,2.7,,,14.287,0.07,13.746,0.01,,,13.974,0.01,13.629,0.01,13.555,0.09,,,12.757,0.024,12.498,0.023,12.468,0.02,6232,101,126,4.23,0.095,0.171,-0.376,0.25,0.3,1.262,0.279,0.168,1.029,0.15,0.125,0.494,0.196,0.204,876.6,184.1,128.8,0.031,0.011,0.007
1994,1994,1994,211980607,08 56 55.718,+19 56 31.81,1,13.291,,,550-046577,08565572+1956316,,STAR,gri,rpm,2.8,2.7,1.7,1.3,,,14.007,0.04,13.405,0.02,,,13.657,0.05,13.281,0.02,13.134,0.02,,,12.236,0.02,11.946,0.02,11.929,0.017,6015,119,95,4.155,0.215,0.258,-0.186,0.2,0.28,1.325,0.51,0.323,1.064,0.131,0.131,0.399,0.434,0.234,725.9,255.1,188.8,0.035,0.011,0.008
1995,1995,1995,211980640,08 37 54.745,+19 56 33.86,1,16.939,,,,08375474+1956338,5037-301-4-0113-0289,STAR,gri,rpm,-20,3,-7,3,,,,,,,21.211,0.076,18.819,0.008,17.424,0.006,16.133,0.005,15.465,0.006,14.142,0.039,13.549,0.032,13.372,0.03,3718,89,89,4.977,0.03,0.048,-0.066,0.15,0.18,0.305,0.041,0.036,0.332,0.052,0.052,10.86,2.5,2.032,209,33.74,29.05,0.026,0.008,0.007
1996,1996,1996,211980688,08 41 25.841,+19 56 36.85,1,10.609,,,550-046000,08412584+1956369,,STAR,gri,rav,-35.2,1,-10.4,0.6,,,11.342,0.03,10.687,0.03,,,10.973,0.01,10.542,0.02,10.453,0.03,,,9.659,0.023,9.396,0.021,9.329,0.02,6056,145,145,4.325,0.07,0.126,0.07,0.1,0.1,1.211,0.208,0.114,1.153,0.071,0.071,0.635,0.193,0.219,200.9,36.66,22.67,0.024,0.007,0.006
1997,1997,1997,211980693,08 20 02.185,+19 56 37.05,1,13.208,,,550-044929,08200218+1956369,,STAR,gri,rpm,-3.5,2,-0.1,2.5,,,14.021,0.03,13.277,0.032,,,13.614,0.02,13.135,0.01,13.034,0.02,,,12.105,0.021,11.855,0.024,11.811,0.021,5943,95,71,4.165,0.216,0.216,0.029,0.15,0.18,1.451,0.41,0.409,1.149,0.104,0.104,0.343,0.411,0.165,739.9,159.9,219.7,0.036,0.014,0.007
1998,1998,1998,211980800,08 11 44.053,+19 56 42.61,1,12.245,,,550-044496,08114406+1956425,,STAR,gri,rpm,7.4,2.3,-32.6,2.8,,,12.967,0.03,12.344,0.03,,,12.622,0.02,12.199,0.01,12.083,0.01,,,11.203,0.022,10.942,0.021,10.87,0.018,6025,97,97,4.296,0.105,0.21,-0.188,0.2,0.2,1.174,0.389,0.173,1.054,0.1,0.12,0.578,0.334,0.307,390.1,120.6,64.13,0.031,0.008,0.008
1999,1999,1999,211980840,08 39 41.048,+19 56 45.08,1,13.713,,,550-045897,08394105+1956451,,STAR,gri,rpm,-7.2,4.2,-0.1,2.4,,,14.225,0.01,13.741,0.03,,,13.927,0.01,13.642,0.044,13.605,0.068,,,12.857,0.025,12.667,0.021,12.645,0.026,6503,183,131,4.189,0.108,0.126,-0.181,0.15,0.24,1.437,0.231,0.168,1.224,0.105,0.126,0.403,0.166,0.154,1091,207.4,147.3,0.032,0.008,0.007
2000,2000,2000,211980856,08 26 18.321,+19 56 45.70,1,11.749,,,550-045284,08261832+1956458,,STAR,gri,rpm,-50.9,1.3,-20.5,0.8,,,12.781,0.03,11.934,0.01,,,12.361,0.02,11.704,0.01,11.487,0.02,,,10.492,0.021,10.089,0.02,10.035,0.018,5278,61,82,4.559,0.04,0.784,-0.173,0.15,0.33,0.794,1.492,0.072,0.852,0.079,0.079,1.636,0.331,1.54,217.2,127.2,70.89,0.026,0.014,0.009
2001,2001,2001,211980880,08 54 09.881,+19 56 46.78,1,14.452,,,550-046477,08540988+1956467,5061-301-4-0133-0128,STAR,JHK,rpm,-18.2,3.1,-10.3,3.5,,,,,,,,,,,,,,,,,12.233,0.02,11.61,0.023,11.385,0.021,3799,89,89,4.884,0.12,0.04,0.017,0.18,0.24,0.394,0.045,0.115,0.432,0.057,0.149,6.832,5.948,1.214,115.2,22.04,39.52,0.017,0.006,0.006
2002,2002,2002,211980882,08 45 33.000,+19 56 46.82,1,10.744,,1396-110-1,550-046159,08453299+1956469,,STAR,gri,plx,10.9,1.5,-13.3,1.5,,,11.583,0.087,10.87,0.075,,,11.283,0.03,10.689,0.04,10.513,0.01,,,9.473,0.022,9.107,0.022,9.02,0.018,5338,112,89,2.475,0.352,0.04,-1.035,0.28,0.16,8.93,0.464,4.213,0.892,0.049,0.021,0.001,0.01,1.57E-04,747.2,281.7,281.7,0.034,0.012,0.007
2003,2003,2003,211980935,08 52 52.948,+19 56 49.93,1,9.613,,1396-648-1,550-046434,08525295+1956498,,STAR,BV,rpm,-15.2,1.3,-13.8,1.4,,,10.426,0.05,9.75,0.037,,,,,,,,,,,8.762,0.03,8.451,0.018,8.431,0.024,5949,232,232,4.094,0.33,0.396,-0.062,0.15,0.24,1.415,1.01,0.427,1.128,0.322,0.146,0.29,0.693,0.223,156.5,116.2,57.99,0.02,0.008,0.007
2004,2004,2004,211980939,08 17 16.426,+19 56 50.38,1,12.282,,,550-044790,08171642+1956503,,STAR,gri,rpm,-1.2,2,-2.1,1.5,,,12.778,0.01,12.287,0.01,,,12.487,0.031,12.213,0.01,12.195,0.03,,,11.46,0.021,11.25,0.022,11.191,0.021,6539,131,105,4.089,0.19,0.228,-0.047,0.1,0.2,1.681,0.622,0.388,1.372,0.167,0.167,0.24,0.245,0.137,704.6,263.6,163.9,0.031,0.008,0.008
2005,2005,2005,211980957,08 35 58.889,+19 56 51.23,1,13.72,,,550-045731,,,STAR,gri,,-22.2,3,-9.9,1.5,,,14.731,0.02,13.915,0.02,,,14.295,0.01,13.709,0.01,13.474,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2006,2006,211980964,08 39 52.818,+19 56 51.61,1,11.214,,,550-045909,08395282+1956516,,STAR,gri,rpm,7.7,1,-13.1,1.2,,,11.849,0.01,11.292,0.01,,,11.531,0.01,11.177,0.02,11.078,0.02,,,10.247,0.025,9.987,0.023,9.973,0.019,6204,124,99,4.099,0.21,0.252,-0.095,0.15,0.24,1.463,0.699,0.317,1.179,0.226,0.162,0.316,0.345,0.204,321.8,152,69.1,0.029,0.01,0.008
2007,2007,2007,211980971,08 13 29.829,+19 56 51.92,1,13.301,,,550-044583,08132985+1956521,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,11.508,0.021,11.047,0.022,10.789,0.02,3390,131,131,5.093,0.05,0.06,0.026,0.12,0.14,0.196,0.039,0.028,0.178,0.054,0.03,21.83,7.753,5.721,47.73,18.76,15.67,0.007,0.004,0.003
2008,2008,2008,211981044,08 37 19.259,+19 56 56.07,1,14.807,,,550-045789,08371926+1956563,,STAR,gri,col,,,,,,,17.418,0.11,15.714,0.058,,,16.658,0.01,15.253,0.05,14.013,0.01,,,12.135,0.021,11.588,0.023,11.304,0.02,3508,83,83,5.037,0.048,0.04,0.026,0.1,0.14,0.238,0.033,0.034,0.228,0.054,0.045,15.9,5.352,2.976,64.29,16.09,15.11,0.01,0.004,0.004
2009,2009,2009,211981070,08 52 52.561,+19 56 57.38,1,9.963,,1396-648-2,550-046433,08525255+1956572,,STAR,BV,plx,-16.4,1.7,-10.5,1.7,,,10.62,0.056,10.057,0.045,,,,,,,,,,,9.107,0.03,8.813,0.027,8.783,0.021,6064,190,237,3.969,0.09,0.108,-0.098,0.2,0.24,1.878,0.272,0.2,1.252,0.131,0.158,0.176,0.067,0.056,245.4,28.44,28.44,0.025,0.007,0.006
2010,2010,2010,211981084,08 27 44.923,+19 56 58.07,1,13.332,,,550-045336,08274492+1956580,,STAR,gri,rpm,-19.4,2.1,0.6,1.7,,,14.15,0.04,13.439,0.01,,,13.786,0.033,13.268,0.02,13.137,0.05,,,12.244,0.021,11.901,0.022,11.855,0.021,5735,92,138,4.444,0.065,0.286,-0.155,0.2,0.24,0.977,0.562,0.119,0.962,0.082,0.099,1.023,0.31,0.72,487.3,268.1,69.85,0.033,0.015,0.008
2011,2011,2011,211981119,08 50 14.094,+19 57 00.02,1,12.49,,,550-046337,08501409+1956599,,STAR,gri,rpm,-4.2,1.5,-7.8,1.4,,,13.423,0.01,12.641,0.01,,,13.016,0.03,12.418,0.02,12.265,0.03,,,11.245,0.023,10.885,0.024,10.837,0.023,5575,112,112,4.447,0.054,0.765,-0.027,0.15,0.27,0.976,1.657,0.073,1.002,0.331,0.083,1.038,0.204,0.972,310.3,493.9,37.79,0.036,0.008,0.01
2012,2012,2012,211981123,08 52 59.729,+19 57 00.09,1,16.745,,,,08525972+1957000,5071-301-4-0129-0261,EXTENDED,gri,,-6,2,1,2,,,,,,,19.634,0.058,17.738,0.006,16.744,0.005,16.32,0.005,16.008,0.01,15.626,0.072,14.899,0.086,14.497,0.091,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013,2013,211981128,08 32 33.867,+19 57 00.36,1,12.669,,,550-045583,08323385+1957003,,STAR,gri,rpm,-11.1,1.2,2.7,2.4,,,13.439,0.01,12.779,0.031,,,13.059,0.031,12.613,0.01,12.502,0.01,,,11.633,0.025,11.316,0.018,11.406,0.023,5959,95,95,4.278,0.125,0.275,-0.122,0.18,0.21,1.204,0.495,0.206,1.055,0.101,0.101,0.607,0.333,0.375,471,185.2,79.23,0.03,0.008,0.006
2014,2014,2014,211981149,08 48 30.801,+19 57 01.34,1,12.852,,,550-046270,08483080+1957013,,STAR,gri,rpm,-12.9,1.8,-7.3,2.2,,,13.846,0.01,12.988,0.01,,,13.39,0.032,12.767,0.041,12.621,0.01,,,11.618,0.023,11.297,0.03,11.17,0.019,5575,132,132,4.456,0.06,0.564,0.033,0.24,0.2,0.959,1.054,0.088,1.001,0.203,0.072,1.066,0.32,0.93,362.4,408.8,44.86,0.033,0.011,0.008
2015,2015,2015,211981154,08 49 34.377,+19 57 01.67,1,13.208,,,550-046315,08493436+1957017,,STAR,gri,rpm,-17.8,1.5,-23.3,2.2,,,14.118,0.01,13.322,0.01,,,13.713,0.02,13.111,0.01,12.991,0.01,,,11.95,0.023,11.625,0.035,11.506,0.02,5551,90,113,4.485,0.045,0.117,-0.063,0.21,0.15,0.905,0.137,0.068,0.932,0.071,0.051,1.205,0.244,0.402,385,71.09,38.69,0.031,0.013,0.006
2016,2016,2016,211981202,08 36 50.316,+19 57 04.11,1,12.228,,,550-045770,08365031+1957041,,STAR,gri,rpm,-11.3,1.3,-2.6,1.4,,,13.098,0.01,12.365,0.031,,,12.691,0.031,12.171,0.02,12.029,0.02,,,11.132,0.029,10.871,0.018,10.753,0.02,5894,95,142,4.02,0.352,0.192,-0.006,0.12,0.18,1.759,0.387,0.616,1.168,0.2,0.166,0.202,0.515,0.089,542.2,124.9,196.1,0.035,0.014,0.012
2017,2017,2017,211981232,08 33 34.506,+19 57 05.94,1,18.721,,,,08333450+1957059,5037-301-5-0107-0025,STAR,gri,rpm,-38,5,-18,5,,,,,,,23.231,0.303,21.046,0.03,19.481,0.014,17.725,0.007,16.769,0.009,15.162,0.045,14.632,0.054,14.321,0.063,3288,155,77,5.144,0.02,0.028,-0.056,0.15,0.21,0.172,0.014,0.01,0.15,0.016,0.01,29.49,2.845,3.568,157.5,17.92,13.53,0.021,0.008,0.006
2018,2018,2018,211981243,08 50 36.134,+19 57 06.73,1,18.659,,,,08503613+1957067,5037-301-1-0131-0333,STAR,gri,rpm,-38,4,-15,4,,,,,,,23.225,0.325,20.94,0.029,19.429,0.013,17.682,0.007,16.71,0.009,15.078,0.041,14.528,0.052,14.33,0.064,3456,142,142,5.107,0.03,0.042,-0.101,0.2,0.24,0.194,0.025,0.016,0.177,0.032,0.02,23.58,4.252,4.677,180,34.91,21.41,0.024,0.008,0.006
2019,2019,2019,211981369,08 54 31.438,+19 57 14.45,1,11.024,,1397-572-1,550-046488,08543142+1957145,,STAR,gri,,32.7,1.8,-24.5,1.8,,,12.098,0.24,11.262,0.136,,,11.294,0.04,10.974,0.03,10.908,0.03,,,10.558,0.039,,,10.288,0.04,,,,,,,,,,,,,,,,,,,,,,,,
2020,2020,2020,211981388,08 39 32.263,+19 57 15.26,1,13.721,,,550-045889,08393226+1957152,,STAR,gri,lam,-6.1,1.8,-2.5,2.1,,,14.343,0.02,13.78,0.02,,,14.001,0.01,13.68,0.01,13.602,0.01,,,12.828,0.025,12.566,0.021,12.513,0.026,6130,123,123,4.202,0.12,0.12,-0.395,0.15,0.12,1.286,0.225,0.191,0.985,0.11,0.079,0.45,0.247,0.184,916.3,165.2,140,0.034,0.011,0.008
2021,2021,2021,211981412,08 39 31.736,+19 57 16.65,1,18.476,,,,08393173+1957166,5045-301-3-0126-0188,STAR,gri,col,,,,,,,,,,,24.13,0.936,20.743,0.028,19.219,0.014,17.505,0.006,16.55,0.009,15.043,0.047,14.411,0.053,14.035,0.058,3008,30,30,5.192,0.02,0.02,0.121,0.1,0.1,0.147,0.003,0.003,0.123,0.002,0.002,38.4,2.304,2.304,110.7,9.016,9.928,0.013,0.004,0.002
2022,2022,2022,211981435,08 48 47.805,+19 57 18.47,1,13.714,,,550-046281,08484779+1957184,,STAR,gri,rpm,-86.1,2.9,-27.4,2.9,,,15.927,0.07,14.396,0.01,,,15.266,0.05,13.83,0.01,13.049,0.01,,,11.389,0.026,10.692,0.033,10.508,0.023,3753,60,75,4.934,0.063,0.045,-0.018,0.1,0.08,0.343,0.041,0.059,0.378,0.048,0.067,8.852,3.48,1.756,76.46,26.68,19.78,0.011,0.01,0.004
2023,2023,2023,211981469,08 44 49.107,+19 57 20.05,1,13.082,,,550-046136,08444910+1957201,,STAR,gri,lam,9.3,1.7,-19,2,,,14.049,0.01,13.276,0.01,,,13.617,0.033,13.043,0.042,12.853,0.02,,,11.847,0.023,11.439,0.021,11.352,0.02,5345,160,160,3.75,0.09,0.108,-0.444,0.12,0.24,2.172,0.308,0.227,0.987,0.112,0.08,0.094,0.039,0.032,840.5,112.6,72.19,0.035,0.005,0.01
2024,2024,2024,211981484,08 15 08.485,+19 57 20.58,1,15.384,,,550-044662,08150849+1957205,,STAR,gri,rpm,-42.6,3.1,-2.6,3.6,,,17.501,0.117,15.902,0.062,,,16.877,0.14,15.396,0.061,14.744,0.14,,,13.125,0.02,12.465,0.024,12.29,0.023,3967,119,119,4.844,0.054,0.045,-0.081,0.15,0.18,0.431,0.043,0.053,0.497,0.046,0.074,5.826,1.837,1.036,206.2,29.46,30.53,0.023,0.007,0.005
2025,2025,2025,211981490,08 25 30.198,+19 57 20.82,1,16.579,,,,08253019+1957208,4569-301-3-0099-0328,STAR,gri,rpm,35,3,-64,3,,,,,,,21.171,0.084,18.531,0.008,17.085,0.005,15.743,0.005,15.038,0.006,13.632,0.023,13.027,0.023,12.766,0.021,3511,103,83,5.058,0.03,0.036,-0.063,0.2,0.2,0.23,0.028,0.025,0.22,0.029,0.029,17.97,3.834,3.16,116.2,17.58,12.87,0.018,0.006,0.005
2026,2026,2026,211981497,08 30 48.879,+19 57 21.36,1,18.082,,,,08304887+1957213,5037-301-6-0103-0156,STAR,gri,rpm,-19,4,-8,4,,,,,,,22.364,0.187,20.174,0.016,18.666,0.009,17.185,0.006,16.373,0.008,14.938,0.041,14.388,0.05,13.949,0.049,3430,100,100,5.097,0.04,0.048,-0.019,0.15,0.24,0.198,0.03,0.02,0.179,0.038,0.019,22.35,5.148,4.801,170,31.4,17.09,0.024,0.01,0.007
2027,2027,2027,211981501,08 19 21.650,+19 57 21.66,1,13.519,,,550-044896,08192165+1957216,,STAR,gri,rpm,-6.6,2.1,-3.3,2.5,,,14.113,0.03,13.533,0.02,,,13.79,0.01,13.449,0.01,13.402,0.04,,,12.558,0.02,12.346,0.022,12.262,0.03,6356,101,101,4.195,0.12,0.16,-0.136,0.15,0.21,1.388,0.302,0.182,1.209,0.102,0.142,0.406,0.174,0.176,925.4,204.7,145.7,0.033,0.011,0.008
2028,2028,2028,211981509,08 32 39.471,+19 57 22.28,1,12.027,,,550-045586,08323946+1957223,,STAR,gri,rpm,-32.3,1.2,-14.3,1.7,,,12.979,0.01,12.201,0.03,,,12.546,0.01,11.977,0.01,11.804,0.01,,,10.823,0.022,10.428,0.018,10.372,0.023,5502,65,65,4.517,0.02,0.688,-0.063,0.09,0.27,0.88,1.269,0.066,0.933,0.217,0.079,1.338,0.163,1.226,223.2,286.7,11.51,0.029,0.004,0.004
2029,2029,2029,211981547,08 15 25.482,+19 57 24.31,1,13.743,,,550-044682,08152548+1957242,,STAR,gri,rpm,-4.3,2.1,-1.5,2.3,,,14.665,0.01,13.888,0.02,,,14.239,0.01,13.69,0.01,13.53,0.01,,,12.631,0.023,12.288,0.024,12.197,0.023,5629,89,89,4.452,0.06,0.624,-0.166,0.2,0.28,0.956,1.14,0.114,0.976,0.124,0.088,1.08,0.311,0.964,585.8,629.1,82.59,0.034,0.014,0.008
2030,2030,2030,211981565,08 33 16.270,+19 57 24.87,1,13.544,,,550-045611,08331626+1957249,,STAR,gri,rpm,-3.9,1.6,-1.2,2,,,14.622,0.01,13.76,0.034,,,14.169,0.01,13.494,0.01,13.276,0.02,,,12.3,0.021,11.925,0.027,11.796,0.024,5264,125,125,3.806,0.752,0.329,-0.168,0.2,0.44,1.959,0.972,1.152,0.944,0.201,0.044,0.108,1.311,0.072,960.2,411.8,580.6,0.035,0.013,0.009
2031,2031,2031,211981575,08 36 08.602,+19 57 25.40,1,17.517,,,,08360860+1957254,5045-301-4-0121-0321,STAR,gri,rpm,-32,4,-17,4,,,,,,,21.94,0.193,19.765,0.015,18.224,0.008,16.553,0.005,15.627,0.006,14.156,0.025,13.496,0.033,13.2,0.029,3402,134,107,5.147,0.02,0.036,-0.152,0.15,0.27,0.174,0.023,0.005,0.152,0.033,0.004,28.83,1.73,5.124,99.36,22.21,2.981,0.019,0.007,0.005
2032,2032,2032,211981609,08 16 15.921,+19 57 26.77,1,15.737,,,550-044737,08161591+1957266,,STAR,gri,rpm,-11.9,3.3,7,3.8,,,17.07,0.1,16.027,0.16,,,16.652,0.063,15.686,0.067,15.344,0.06,,,14.143,0.027,13.54,0.028,13.463,0.033,4592,109,109,4.664,0.042,0.035,-0.151,0.2,0.24,0.635,0.045,0.058,0.697,0.056,0.067,2.579,0.55,0.333,581.7,67.98,70.37,0.033,0.011,0.007
2033,2033,2033,211981626,08 37 07.653,+19 57 27.48,1,16.887,,,,08370765+1957274,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.486,0.032,13.836,0.03,13.578,0.033,3721,250,208,4.958,0.095,0.114,-0.082,0.16,0.24,0.322,0.1,0.101,0.342,0.124,0.124,10.09,8.444,4.012,260.4,105.7,98.81,0.027,0.01,0.008
2034,2034,2034,211981630,08 41 24.883,+19 57 27.55,1,18.525,,,,08412488+1957275,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.181,0.09,15.586,0.13,15.293,0.16,3971,627,391,4.865,0.18,0.21,-0.246,0.25,0.35,0.377,0.206,0.153,0.408,0.238,0.199,7.065,8.935,4.416,748.1,635.3,343.6,0.032,0.011,0.008
2035,2035,2035,211981633,08 37 59.771,+19 57 27.90,1,17.889,,,,08375977+1957279,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.364,0.103,15.566,0.108,14.933,0.092,3636,358,298,5.001,0.125,0.15,-0.121,0.16,0.28,0.259,0.137,0.089,0.271,0.189,0.118,12.91,13.45,6.588,499.3,370.4,212.6,0.031,0.011,0.009
2036,2036,2036,211981687,08 36 01.624,+19 57 31.36,1,18.882,,,,08360162+1957313,5045-301-4-0121-0290,STAR,gri,rpm,-36,4,-8,4,,,,,,,23.103,0.505,21.263,0.044,19.768,0.02,17.862,0.007,16.795,0.011,15.186,0.044,14.688,0.045,14.321,0.053,3437,130,130,5.082,0.04,0.048,-0.026,0.15,0.18,0.203,0.038,0.027,0.192,0.048,0.034,21.07,5.456,5.087,201.4,43.55,35.81,0.024,0.008,0.007
2037,2037,2037,211981716,08 43 06.738,+19 57 32.44,1,13.51,,,550-046062,08430673+1957324,,STAR,gri,rpm,-24,1.7,-7.3,2.5,,,14.589,0.04,13.73,0.02,,,14.147,0.02,13.465,0.02,13.238,0.02,,,12.197,0.025,11.75,0.021,11.701,0.023,5163,83,83,4.58,0.03,0.978,-0.338,0.2,0.28,0.752,1.684,0.049,0.797,0.107,0.038,1.823,0.232,1.763,329.4,701.8,24.53,0.028,0.012,0.005
2038,2038,2038,211981729,08 14 46.751,+19 57 32.94,1,13.926,,,550-044638,08144675+1957329,,STAR,gri,rpm,-0.7,2.1,-1.6,2.4,,,14.678,0.02,13.967,0.02,,,14.283,0.01,13.876,0.01,13.774,0.02,,,12.905,0.021,12.595,0.022,12.538,0.021,6036,95,95,4.194,0.175,0.245,-0.241,0.2,0.24,1.314,0.482,0.263,1.041,0.107,0.107,0.431,0.354,0.245,936.2,352,190.8,0.033,0.01,0.007
2039,2039,2039,211981750,08 20 25.145,+19 57 34.01,1,13.335,,,550-044955,08202514+1957340,,STAR,gri,rpm,0.9,2,-0.3,2.5,,,14.069,0.07,13.431,0.03,,,13.726,0.04,13.295,0.02,13.167,0.05,,,12.326,0.022,12.051,0.022,12.007,0.021,6017,121,97,4.22,0.16,0.224,-0.097,0.18,0.24,1.288,0.423,0.209,1.103,0.091,0.127,0.431,0.326,0.235,718.1,205.3,118,0.034,0.014,0.007
