,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
3368,3368,3368,211600999,08 24 41.851,+14 33 08.37,1,13.743,,,523-048216,08244185+1433084,,STAR,gri,rpm,-22,2.5,-0.2,2.9,,,14.509,0.04,13.866,0.01,,,14.14,0.04,13.698,0.04,13.573,0.02,,,12.716,0.02,12.478,0.024,12.405,0.023,6049,97,121,4.298,0.1,0.2,-0.311,0.2,0.32,1.141,0.307,0.139,0.978,0.108,0.092,0.628,0.249,0.306,752.9,208.1,86.49,0.033,0.011,0.008
3369,3369,3369,211601013,08 27 34.511,+14 33 08.97,1,12.655,,,523-048373,08273451+1433087,,STAR,gri,rpm,-9.6,2.7,1.1,3.2,,,13.319,0.06,12.84,0.08,,,12.974,0.06,12.659,0.06,12.518,0.03,,,11.709,0.021,11.429,0.022,11.362,0.02,6104,170,121,4.146,0.205,0.205,-0.16,0.16,0.32,1.396,0.47,0.3,1.1,0.153,0.153,0.353,0.376,0.205,592.4,203.8,129.4,0.033,0.01,0.008
3370,3370,3370,211601039,08 28 57.855,+14 33 10.36,1,13.082,,,523-048450,08285785+1433103,,STAR,gri,rpm,-0.3,2.2,-10,2.6,,,13.747,0.08,13.199,0.04,,,13.417,0.09,13.039,0.02,12.938,0.05,,,12.107,0.021,11.796,0.022,11.795,0.019,6000,146,146,4.22,0.18,0.252,-0.229,0.2,0.28,1.274,0.479,0.26,1.042,0.103,0.123,0.496,0.438,0.291,650.1,226,167.7,0.032,0.011,0.008
3371,3371,3371,211601048,09 01 10.245,+14 33 10.52,1,15.996,,,523-049999,09011024+1433103,,STAR,gri,rpm,-15.1,4.2,-11.1,4.6,,,16.713,0.01,16.143,0.09,,,16.369,0.25,15.984,0.06,15.836,0.125,,,15.08,0.041,14.645,0.063,14.606,0.073,5488,329,329,4.564,0.065,0.104,-0.701,0.35,0.35,0.74,0.135,0.083,0.751,0.078,0.065,1.816,0.55,0.627,1288,368.1,211.7,0.033,0.011,0.007
3372,3372,3372,211601192,09 04 34.918,+14 33 19.11,1,11.891,,818-1027-1,523-050127,09043492+1433191,,STAR,gri,plx,4.2,2,-13.3,2,,,11.79,0.111,11.419,0.124,,,12.02,0.9,11.356,0.32,11.836,0.9,,,10.441,0.023,10.296,0.027,10.21,0.021,6716,331,276,4.22,0.075,0.12,-0.045,0.12,0.12,1.504,0.286,0.208,1.364,0.125,0.125,0.383,0.134,0.146,260.1,61.88,61.88,0.03,0.01,0.007
3373,3373,3373,211601218,08 13 02.289,+14 33 20.25,1,12.775,,,523-047429,08130228+1433203,,STAR,gri,rpm,4.1,1.5,-10.1,1.3,,,13.291,0.05,12.627,0.04,,,13.349,0.69,12.43,0.01,12.529,0.38,,,11.429,0.021,11.094,0.022,11.053,0.017,5847,178,142,4.268,0.172,0.387,-0.141,0.2,0.32,1.191,0.711,0.302,1.028,0.159,0.133,0.536,0.467,0.383,444.7,210,122.5,0.033,0.011,0.008
3374,3374,3374,211601254,08 43 45.105,+14 33 22.38,1,13.098,,,523-049235,08434510+1433223,,STAR,gri,rpm,-7.8,1.5,-1.6,1.9,,,13.572,0.06,13.128,0.02,,,13.262,0.04,13.043,0.02,13.024,0.02,,,12.326,0.024,12.137,0.03,12.082,0.024,6706,135,162,4.185,0.102,0.153,-0.167,0.15,0.12,1.52,0.385,0.226,1.302,0.136,0.076,0.367,0.196,0.16,947,191.5,159.3,0.034,0.007,0.008
3375,3375,3375,211601289,08 15 11.128,+14 33 23.85,1,14.248,,,523-047589,08151112+1433237,,STAR,gri,rpm,-18,2.3,6.8,2.4,,,14.642,0.02,13.894,0.03,,,14.89,0.87,13.756,0.07,13.972,0.56,,,12.703,0.021,12.464,0.025,12.329,0.021,6112,158,158,4.282,0.105,0.147,-0.326,0.25,0.4,1.183,0.239,0.153,1.001,0.12,0.144,0.586,0.281,0.247,791.9,148,105.4,0.033,0.011,0.007
3376,3376,3376,211601309,08 21 22.682,+14 33 24.44,1,16.872,,,,08212268+1433244,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.419,0.081,14.709,0.085,14.316,0.089,3853,398,331,4.914,0.14,0.168,-0.157,0.2,0.28,0.348,0.152,0.122,0.377,0.18,0.18,8.217,8.56,4.192,469.1,302.2,210.8,0.03,0.011,0.008
3377,3377,3377,211601319,08 27 13.933,+14 33 24.56,1,13.255,,,523-048355,08271393+1433245,,STAR,gri,rpm,-8.6,2.3,-10.6,2.7,,,14.246,0.08,13.461,0.04,,,13.788,0.07,13.215,0.06,13.027,0.03,,,12.094,0.02,11.717,0.026,11.66,0.023,5556,133,166,4.48,0.054,0.639,-0.149,0.2,0.28,0.914,1.122,0.073,0.948,0.108,0.067,1.187,0.273,1.066,421.3,507.3,43.04,0.032,0.016,0.008
3378,3378,3378,211601402,09 04 30.113,+14 33 28.27,1,13.304,,,523-050121,09043011+1433282,,STAR,gri,lam,-17,1.9,-6,2.3,,,13.27,0.13,12.762,0.02,,,13.496,0.9,12.781,0.29,13.221,0.9,,,11.773,0.023,11.558,0.028,11.517,0.019,6309,192,154,4.254,0.05,0.12,-0.424,0.15,0.15,1.252,0.214,0.134,1.049,0.095,0.114,0.503,0.142,0.171,576.4,88.45,76.68,0.035,0.008,0.01
3379,3379,3379,211601415,08 19 16.335,+14 33 28.87,1,9.462,,807-308-1,523-047872,08191633+1433288,,STAR,BV,rpm,-5.5,1.1,5.2,1.1,,,9.923,0.027,9.502,0.024,,,,,,,,,,,8.669,0.034,8.489,0.02,8.419,0.014,6624,311,259,3.816,0.282,0.235,0.02,0.12,0.1,2.444,1.008,0.829,1.67,0.286,0.239,0.098,0.143,0.058,271.9,136.2,78.07,0.028,0.008,0.008
3380,3380,3380,211601492,08 16 02.655,+14 33 32.13,1,14.065,,,523-047643,08160265+1433321,,STAR,gri,rpm,11.7,2.5,-8.2,3.1,,,14.409,0.03,13.627,0.03,,,14.748,0.9,13.478,0.07,13.772,0.68,,,12.371,0.024,12.059,0.032,11.976,0.022,5918,187,234,4.343,0.115,0.276,-0.178,0.2,0.28,1.109,0.45,0.174,1.006,0.103,0.103,0.674,0.37,0.417,617.1,245.8,116.6,0.033,0.013,0.008
3381,3381,3381,211601571,08 12 14.578,+14 33 35.82,1,12.479,,,523-047371,08121457+1433358,,STAR,gri,lam,-22.5,1.8,-10.9,2.1,,,13.267,0.05,12.435,0.02,,,13.231,0.67,12.174,0.01,12.157,0.34,,,10.902,0.021,10.449,0.022,10.374,0.018,5098,102,61,3.539,0.09,0.135,-0.497,0.15,0.12,2.791,0.503,0.275,1.004,0.122,0.077,0.046,0.015,0.017,661.8,102.3,74.68,0.035,0.011,0.007
3382,3382,3382,211601620,08 12 42.755,+14 33 38.36,1,14.028,,,523-047405,08124275+1433384,,STAR,gri,rpm,-2.5,2.6,-27.7,2.8,,,14.73,0.06,13.955,0.04,,,14.715,0.68,13.696,0.02,13.733,0.38,,,12.547,0.021,12.177,0.023,12.087,0.022,5535,197,164,4.498,0.06,0.54,-0.326,0.3,0.42,0.863,0.797,0.092,0.882,0.061,0.074,1.297,0.336,1.101,481.9,433,60.25,0.033,0.008,0.007
3383,3383,3383,211601656,08 20 02.226,+14 33 39.90,1,13.011,,,523-047926,08200222+1433399,,STAR,gri,rpm,4.2,2,-1,2.5,,,13.471,0.04,12.876,0.07,,,13.438,0.69,12.779,0.09,12.828,0.42,,,11.828,0.025,11.549,0.024,11.492,0.019,6091,182,182,4.156,0.205,0.205,-0.122,0.18,0.24,1.388,0.472,0.301,1.118,0.162,0.135,0.362,0.377,0.208,630.7,200.7,152.3,0.033,0.01,0.006
3384,3384,3384,211601665,08 13 04.792,+14 33 40.29,1,13.738,,,523-047431,08130479+1433403,,STAR,gri,rpm,-0.4,1.9,5.8,2.3,,,14.109,0.06,13.541,0.03,,,14.235,0.72,13.414,0.02,13.526,0.38,,,12.52,0.021,12.329,0.025,12.204,0.022,6401,190,190,4.18,0.115,0.161,-0.132,0.16,0.24,1.459,0.341,0.234,1.237,0.126,0.126,0.344,0.23,0.155,976.7,208.4,171.8,0.034,0.013,0.008
3385,3385,3385,211601670,08 24 38.514,+14 33 40.47,1,13.104,,,523-048212,08243851+1433404,,STAR,gri,rpm,-6.4,2.3,-10.6,2.8,,,14.062,0.1,13.32,0.07,,,13.651,0.05,13.076,0.03,12.87,0.03,,,11.924,0.02,11.574,0.024,11.441,0.017,5515,154,110,4.485,0.045,0.729,-0.109,0.16,0.28,0.93,1.291,0.086,0.959,0.099,0.082,1.157,0.266,1.064,397,506.2,43.99,0.033,0.012,0.007
3386,3386,3386,211601690,08 44 47.049,+14 33 41.30,1,13.79,,,523-049285,08444704+1433413,,STAR,gri,rpm,2.9,2.7,-25.7,1.9,,,14.615,0.06,13.945,0.02,,,14.195,0.04,13.765,0.02,13.616,0.03,,,12.718,0.025,12.357,0.034,12.34,0.022,5851,118,141,4.417,0.096,0.288,-0.436,0.2,0.28,0.943,0.392,0.118,0.884,0.074,0.088,0.975,0.371,0.627,610.3,247.8,95.61,0.034,0.007,0.007
3387,3387,3387,211601692,08 20 10.732,+14 33 41.32,1,13.943,,,523-047932,08201073+1433413,,STAR,gri,rpm,3.5,2.6,-7.7,2.9,,,14.407,0.03,13.809,0.07,,,14.372,0.66,13.701,0.09,13.759,0.39,,,12.817,0.024,12.601,0.026,12.476,0.025,6243,232,193,4.219,0.115,0.161,-0.201,0.2,0.24,1.342,0.329,0.194,1.117,0.125,0.125,0.456,0.234,0.201,948.5,228.1,155.9,0.034,0.011,0.008
3388,3388,3388,211601775,08 27 34.262,+14 33 45.13,1,12.788,,,523-048371,08273425+1433449,,STAR,gri,rpm,-12.1,2.7,-14.2,3.2,,,13.825,0.07,13.044,0.05,,,13.379,0.06,12.786,0.04,12.535,0.04,,,11.432,0.021,10.99,0.022,10.903,0.018,5221,104,104,3.497,0.87,0.435,-0.666,0.48,0.4,2.643,1.614,1.801,0.897,0.079,0.029,0.037,0.913,0.029,755.3,466.8,493.3,0.031,0.008,0.005
3389,3389,3389,211601881,08 39 34.155,+14 33 50.07,1,13.536,,,523-049030,08393415+1433501,,STAR,gri,rpm,-1.5,1.1,-8.6,2,,,13.883,0.05,13.335,0.04,,,13.539,0.07,13.535,0.64,13.052,0.06,,,12.235,0.021,11.968,0.022,11.871,0.023,6098,148,148,4.188,0.16,0.224,-0.146,0.2,0.24,1.337,0.467,0.258,1.112,0.149,0.106,0.391,0.389,0.216,723.6,243.6,155.4,0.034,0.011,0.008
3390,3390,3390,211601882,08 35 39.689,+14 33 50.27,1,12.63,,,523-048794,08353969+1433502,,STAR,gri,rpm,-4.8,2,-5.3,2.5,,,12.823,0.06,12.317,0.01,,,12.501,0.07,12.672,0.77,12.084,0.06,,,11.32,0.021,11.094,0.016,11.043,0.018,6352,192,192,4.063,0.198,0.165,-0.077,0.12,0.21,1.617,0.556,0.353,1.28,0.171,0.143,0.257,0.238,0.124,618.3,181.9,164.6,0.033,0.01,0.007
3391,3391,3391,211601899,08 31 39.431,+14 33 51.49,1,12.782,,,523-048593,08313942+1433514,,STAR,gri,rpm,-29.8,1.4,-22.2,1.8,,,13.602,0.05,12.953,0.02,,,13.228,0.08,12.789,0.01,12.591,0.04,,,11.727,0.022,11.375,0.022,11.291,0.02,5630,167,167,4.496,0.055,0.165,-0.373,0.25,0.35,0.854,0.246,0.082,0.852,0.101,0.084,1.309,0.32,0.63,345,170,51.09,0.03,0.011,0.009
3392,3392,3392,211601931,08 42 08.150,+14 33 52.73,1,16.515,,,,08420814+1433527,5194-301-6-0116-0356,STAR,gri,rpm,-4,4,-41,4,,,,,,,20.835,0.067,18.314,0.007,16.882,0.004,15.744,0.004,15.144,0.005,13.769,0.028,13.152,0.033,12.914,0.026,3595,99,57,5.026,0.03,0.03,-0.078,0.15,0.18,0.255,0.031,0.023,0.25,0.04,0.028,15,2.623,2.232,138.4,18.98,11.36,0.019,0.005,0.005
3393,3393,3393,211601962,08 36 02.640,+14 33 54.27,1,15.861,,,523-048816,08360265+1433543,5794-301-3-0092-0021,STAR,gri,rpm,-4.5,3.5,-5.3,4.6,,,16.896,0.2,16.058,0.25,,,16.379,0.23,15.86,0.1,15.639,0.25,,,14.703,0.034,14.266,0.041,14.173,0.055,5292,257,214,4.554,0.05,0.11,-0.326,0.25,0.35,0.789,0.166,0.079,0.825,0.079,0.079,1.645,0.402,0.583,1132,322.2,164,0.034,0.011,0.008
3394,3394,3394,211601994,08 42 21.172,+14 33 56.10,1,13.845,,,523-049171,08422116+1433561,5194-301-6-0117-0039,STAR,gri,rpm,0.1,1.7,-15.6,1.9,,,14.427,0.07,13.711,0.03,,,14.01,0.06,13.79,0.57,13.362,0.08,,,12.462,0.022,12.18,0.03,12.083,0.024,6001,179,179,4.307,0.11,0.198,-0.227,0.25,0.3,1.142,0.298,0.174,1.001,0.096,0.116,0.647,0.344,0.32,690.1,187.5,125.3,0.033,0.011,0.008
3395,3395,3395,211602026,09 05 53.728,+14 33 57.96,1,15.973,,,,09055372+1433579,5194-301-2-0153-0296,STAR,gri,rpm,-48,2,-66,2,,,,,,,20.543,0.052,17.993,0.006,16.585,0.005,15.107,0.004,14.322,0.004,12.864,0.024,12.282,0.03,12.088,0.021,3631,111,111,5.012,0.025,0.03,-0.059,0.12,0.21,0.271,0.028,0.025,0.279,0.034,0.034,13.72,2.033,2.308,107.8,15.63,21.78,0.016,0.005,0.005
3396,3396,3396,211602039,08 43 50.506,+14 33 58.54,1,9.758,,816-14-1,523-049241,08435051+1433584,,STAR,gri,plx,-11.5,1.4,2.5,1.3,,,10.857,0.061,9.963,0.038,,,10.413,0.08,9.816,0.08,9.477,0.03,,,8.403,0.02,7.974,0.049,7.847,0.026,5023,124,103,3.302,0.154,0.132,-0.464,0.3,0.42,3.784,0.471,0.419,1.04,0.291,0.162,0.02,0.012,0.006,277.8,30.26,30.26,0.027,0.008,0.006
3397,3397,3397,211602094,08 14 06.341,+14 34 01.61,1,13.587,,,523-047499,08140633+1434016,,STAR,gri,rpm,4.1,1.9,-7.1,2.2,,,14.075,0.05,13.438,0.03,,,14.138,0.71,13.29,0.02,13.351,0.37,,,12.324,0.021,12.02,0.025,11.977,0.022,5997,177,177,4.261,0.16,0.288,-0.172,0.2,0.28,1.238,0.525,0.246,1.04,0.122,0.122,0.513,0.379,0.323,685.9,261.8,162,0.033,0.011,0.007
3398,3398,3398,211602114,08 37 17.859,+14 34 02.45,1,13.112,,,523-048884,08371786+1434025,,STAR,gri,rpm,-12.8,1.6,3.7,2,,,13.129,0.06,12.771,0.07,,,12.838,0.08,13.204,0.89,12.523,0.08,,,11.821,0.021,11.536,0.02,11.497,0.02,6049,147,147,4.161,0.222,0.185,-0.142,0.16,0.28,1.379,0.377,0.347,1.087,0.149,0.124,0.388,0.36,0.212,616.8,176,160.4,0.032,0.011,0.007
3399,3399,3399,211602210,09 08 05.782,+14 34 07.19,1,16.704,,,,,5815-301-1-0096-0208,EXTENDED,gri,,-3,2,-4,2,,,,,,,18.228,0.038,17.212,0.009,16.759,0.008,16.486,0.009,16.364,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,3400,3400,211602233,08 28 02.933,+14 34 07.93,1,12.841,,,523-048394,08280293+1434078,,STAR,gri,rpm,-2.5,2.1,-1.3,2.6,,,13.455,0.07,12.948,0.04,,,13.132,0.06,12.803,0.04,12.716,0.03,,,11.923,0.023,11.668,0.029,11.617,0.021,6251,150,150,4.153,0.15,0.2,-0.201,0.2,0.28,1.428,0.482,0.28,1.157,0.169,0.141,0.366,0.234,0.2,692.2,244.1,140.3,0.032,0.01,0.007
3401,3401,3401,211602397,08 44 35.655,+14 34 15.61,1,13.82,,,523-049275,08443565+1434156,,STAR,gri,rpm,-9.1,1.6,1.5,2.1,,,14.395,0.06,13.852,0.02,,,14.033,0.03,13.749,0.02,13.641,0.05,,,12.915,0.029,12.721,0.034,12.655,0.018,6419,130,130,4.194,0.1,0.12,-0.352,0.25,0.35,1.356,0.253,0.156,1.118,0.137,0.191,0.413,0.177,0.144,1071,186.2,158.6,0.032,0.011,0.007
3402,3402,3402,211602408,09 07 30.943,+14 34 16.17,1,16.235,,,,09073094+1434161,5815-301-1-0095-0299,EXTENDED,gri,,2,3,6,2,,,,,,,19.327,0.049,17.305,0.006,16.218,0.004,15.776,0.004,15.377,0.007,14.944,0.067,14.288,0.083,13.781,0.068,,,,,,,,,,,,,,,,,,,,,,,,
3403,3403,3403,211602520,08 15 45.516,+14 34 21.65,1,12.439,,806-432-1,523-047625,08154551+1434215,,STAR,gri,rpm,-4.4,2.2,-17.9,2.5,,,12.354,0.266,11.896,0.24,,,13.032,0.9,11.885,0.06,12.185,0.67,,,10.885,0.024,10.562,0.032,10.552,0.022,5877,245,175,4.306,0.15,0.35,-0.062,0.2,0.24,1.151,0.64,0.194,1.06,0.13,0.072,0.634,0.383,0.449,336.8,159.1,72.33,0.029,0.011,0.006
3404,3404,3404,211602553,08 19 08.628,+14 34 23.51,1,13.297,,,523-047861,08190863+1434234,,STAR,gri,rpm,-0.5,2,1.5,2.4,,,13.417,0.042,12.884,0.06,,,13.669,0.9,12.831,0.1,13.137,0.7,,,12.018,0.02,11.832,0.021,11.764,0.019,6512,195,195,4.132,0.145,0.174,-0.056,0.12,0.21,1.603,0.351,0.288,1.311,0.138,0.115,0.299,0.209,0.141,839.4,181.5,175.7,0.032,0.011,0.007
3405,3405,3405,211602578,08 40 36.130,+14 34 24.78,1,17.739,,,,08403612+1434247,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.226,0.088,15.082,0.065,14.615,0.077,2017,47,47,5.373,0.02,0.03,-0.297,0.3,0.05,0.094,0.002,0.002,0.075,0.001,0.002,91.48,5.489,6.694,53.97,8.945,5.245,0.007,0.004,0.001
3406,3406,3406,211602711,09 01 11.813,+14 34 31.01,1,12.898,,,523-050002,09011181+1434309,,STAR,gri,lam,-6.6,2.1,8,4.1,,,13.396,0.07,12.946,0.03,,,13.087,0.07,12.835,0.02,12.737,0.04,,,11.93,0.021,11.7,0.023,11.644,0.018,6430,103,154,4.312,0.07,0.07,-0.164,0.1,0.12,1.237,0.145,0.109,1.162,0.07,0.07,0.589,0.161,0.148,601.6,68.76,61.7,0.032,0.013,0.007
3407,3407,3407,211602886,08 20 50.399,+14 34 40.57,1,12.743,,,523-047977,08205039+1434406,,STAR,gri,rpm,-4.9,2,-7.8,2.5,,,13.621,0.02,12.915,0.04,,,13.201,0.02,12.679,0.03,12.547,0.04,,,11.617,0.023,11.295,0.027,11.207,0.018,5761,137,91,4.401,0.084,0.504,-0.022,0.15,0.18,1.054,0.98,0.138,1.037,0.177,0.111,0.868,0.276,0.728,404,376.5,56.15,0.031,0.01,0.006
3408,3408,3408,211602892,08 41 38.338,+14 34 40.80,1,14.126,,,523-049132,08413834+1434408,5194-301-6-0116-0100,STAR,gri,rpm,-0.5,2.1,-0.3,2.6,,,14.594,0.07,13.917,0.03,,,14.183,0.08,14.107,0.63,13.594,0.07,,,12.685,0.026,12.458,0.03,12.359,0.02,6238,233,194,4.138,0.165,0.165,-0.161,0.16,0.24,1.455,0.385,0.259,1.168,0.144,0.144,0.329,0.249,0.162,972,291.8,191,0.034,0.011,0.008
3409,3409,3409,211602914,08 29 59.295,+14 34 41.75,1,15.641,,,523-048501,08295929+1434420,5112-301-1-0116-0087,STAR,gri,,7.2,4.2,-9.3,3.1,,,15.362,0.02,15.558,0.03,,,15.32,0.07,15.748,0.01,15.709,0.119,,,16.213,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,3410,3410,211602928,08 36 15.267,+14 34 42.51,1,12.665,,,523-048827,08361527+1434424,,STAR,gri,rpm,-16.5,1.4,2.6,2,,,13.394,0.07,12.815,0.02,,,13.072,0.11,12.674,0.03,12.49,0.06,,,11.683,0.023,11.379,0.023,11.333,0.02,5957,145,181,4.292,0.12,0.288,-0.16,0.2,0.24,1.168,0.514,0.165,1.03,0.107,0.089,0.612,0.304,0.397,486.9,183,93.31,0.032,0.014,0.006
3411,3411,3411,211602942,09 01 07.891,+14 34 43.36,1,10.775,,817-177-1,523-049995,09010788+1434433,,STAR,gri,rpm,-9.1,1.9,-11.6,2.1,,,11.949,0.154,10.913,0.073,,,11.407,0.07,10.744,0.05,10.504,0.03,,,9.405,0.02,8.967,0.023,8.88,0.018,5137,102,123,2.45,1.06,0.05,-0.686,0.4,0.25,9.236,0.914,6.088,0.925,0.235,0.031,0.001,0.036,1.94E-04,1036,83.33,661.9,0.031,0.011,0.007
3412,3412,3412,211602949,09 06 24.171,+14 34 43.64,1,13.767,,,523-050195,09062416+1434437,,STAR,gri,rpm,-19.4,2.1,-6.6,2.5,,,13.651,0.09,13.013,0.02,,,14.13,0.9,12.867,0.13,13.612,0.9,,,11.8,0.022,11.484,0.028,11.405,0.022,5864,177,212,4.394,0.075,0.285,-0.178,0.16,0.24,1.042,0.444,0.124,1,0.109,0.091,0.832,0.327,0.541,442.7,185.2,65.03,0.032,0.011,0.007
3413,3413,3413,211603052,08 13 33.693,+14 34 48.35,1,13.043,,,523-047457,08133369+1434483,,STAR,gri,rpm,1.7,2.4,0.6,2.3,,,13.282,0.04,12.798,0.03,,,13.438,0.72,12.695,0.01,12.874,0.42,,,11.867,0.024,11.642,0.022,11.591,0.018,6301,193,193,4.14,0.16,0.192,-0.121,0.16,0.28,1.527,0.431,0.336,1.215,0.16,0.133,0.306,0.232,0.151,699.9,205.1,134.9,0.033,0.01,0.006
3414,3414,3414,211603142,08 36 27.285,+14 34 52.32,1,13.784,,,523-048838,08362728+1434523,,STAR,gri,rpm,-18.9,2.3,0.9,2.8,,,14.371,0.05,13.637,0.05,,,13.94,0.07,13.732,0.67,13.108,0.04,,,12.063,0.021,11.61,0.025,11.524,0.018,5158,182,152,4.506,0.084,1.106,-0.299,0.3,0.48,0.882,2.263,0.135,0.891,0.066,0.079,1.251,0.541,1.222,376.7,881.7,75.41,0.031,0.008,0.007
3415,3415,3415,211603163,08 27 39.652,+14 34 53.71,1,13.205,,,523-048377,08273965+1434534,,STAR,gri,rpm,-21.4,2.1,0.8,2.6,,,13.727,0.08,13.258,0.04,,,13.421,0.06,13.132,0.05,13.051,0.05,,,12.257,0.021,12.026,0.022,12.005,0.021,6284,101,152,4.249,0.09,0.162,-0.411,0.25,0.6,1.251,0.209,0.151,1.006,0.164,0.164,0.517,0.18,0.215,695.5,139.1,98.05,0.029,0.008,0.006
3416,3416,3416,211603198,08 28 05.430,+14 34 55.39,1,10.395,,808-224-1,523-048397,08280542+1434553,,STAR,gri,plx,85.5,1.8,-82.3,1.8,,,11.59,0.113,10.534,0.06,,,11.11,0.07,10.339,0.04,10.089,0.03,,,8.993,0.023,8.542,0.038,8.403,0.02,5055,100,100,4.583,0.02,0.02,-0.01,0.12,0.12,0.774,0.024,0.027,0.842,0.031,0.031,1.81,0.13,0.144,77.37,4.17,4.17,0.013,0.005,0.004
3417,3417,3417,211603214,08 27 21.092,+14 34 56.00,1,12.525,,,523-048359,08272109+1434559,,STAR,gri,rpm,-6.3,1.9,0.4,2.4,,,13.179,0.07,12.647,0.05,,,12.829,0.06,12.496,0.05,12.395,0.03,,,11.598,0.02,11.351,0.022,11.312,0.021,6231,150,150,4.172,0.145,0.232,-0.12,0.15,0.27,1.38,0.516,0.203,1.164,0.158,0.158,0.383,0.238,0.223,589.3,218.2,111.6,0.032,0.011,0.007
3418,3418,3418,211603289,08 15 25.037,+14 34 59.28,1,13.673,,,523-047606,08152503+1434592,,STAR,gri,rpm,-2.1,1.7,1,2,,,13.717,0.043,13.177,0.032,,,14.141,0.9,13.161,0.07,13.472,0.62,,,12.3,0.021,12.081,0.023,12.045,0.021,6344,193,193,4.168,0.12,0.192,-0.127,0.15,0.21,1.464,0.466,0.232,1.223,0.167,0.144,0.361,0.192,0.178,848.6,253.2,144.4,0.033,0.011,0.007
3419,3419,3419,211603331,08 13 21.762,+14 35 01.38,1,12.031,,,523-047446,08132175+1435013,,STAR,gri,rpm,-5.8,0.8,-7.6,1.4,,,12.394,0.05,11.837,0.03,,,12.503,0.71,11.706,0.01,11.828,0.41,,,10.783,0.022,10.526,0.022,10.456,0.017,6198,184,184,4.073,0.252,0.21,-0.054,0.15,0.18,1.601,0.584,0.428,1.242,0.209,0.149,0.24,0.304,0.134,454.7,185.8,112.9,0.031,0.01,0.006
3420,3420,3420,211603344,08 13 21.909,+14 35 02.35,1,11.688,,806-484-1,523-047447,08132175+1435013,,STAR,BV,rpm,16.3,2.1,2,2.2,,,12.417,0.31,11.802,0.243,,,,,,,,,,,10.783,0.022,10.526,0.022,10.456,0.017,6126,183,146,4.217,0.15,0.27,-0.054,0.15,0.18,1.347,0.585,0.245,1.154,0.206,0.103,0.43,0.309,0.268,381.1,181.6,74.18,0.031,0.01,0.007
3421,3421,3421,211603374,09 01 34.704,+14 35 03.95,1,13.064,,,523-050019,09013468+1435038,,STAR,gri,lam,-5.6,3,7.3,2.8,,,13.228,0.08,13.058,0.02,,,13.016,0.08,13.079,0.01,13.142,0.05,,,12.611,0.025,12.499,0.024,12.444,0.024,7747,77,77,4.175,0.02,0.02,-0.146,0.05,0.05,1.721,0.034,0.034,1.621,0.032,0.032,0.318,0.019,0.019,1420,42.61,42.61,0.025,0.001,0.001
3422,3422,3422,211603494,08 18 25.078,+14 35 10.59,1,13.153,,,523-047807,08182507+1435106,,STAR,gri,rpm,-5.6,2,5,2.5,,,13.477,0.042,12.745,0.07,,,13.674,0.9,12.621,0.09,12.93,0.81,,,11.621,0.021,11.337,0.019,11.275,0.02,6015,182,146,4.174,0.225,0.27,-0.12,0.2,0.28,1.342,0.517,0.319,1.097,0.174,0.109,0.383,0.455,0.233,549.3,222.3,135.5,0.034,0.011,0.008
3423,3423,3423,211603532,09 04 57.938,+14 35 12.26,1,14.597,,,523-050138,09045793+1435122,5194-301-2-0152-0026,STAR,gri,rpm,-57.7,4.1,-58.9,4.6,,,16.306,0.16,14.962,0.02,,,16.278,0.9,14.596,0.37,13.876,0.03,,,12.334,0.022,11.726,0.032,11.492,0.02,3656,174,87,4.971,0.072,0.06,-0.014,0.2,0.2,0.302,0.061,0.06,0.314,0.081,0.081,10.52,4.971,2.9,88.91,30.58,19.42,0.013,0.007,0.005
3424,3424,3424,211603543,08 14 38.976,+14 35 12.75,1,11.439,,806-288-1,523-047540,08143898+1435126,,STAR,gri,plx,-40.5,2.2,-15,2.2,,,12.147,0.248,11.236,0.133,,,12.071,0.73,11.129,0.05,11.168,0.44,,,10.007,0.021,9.664,0.022,9.599,0.018,5654,169,169,4.485,0.04,0.048,-0.117,0.2,0.28,0.914,0.07,0.077,0.936,0.069,0.096,1.21,0.212,0.213,148.2,21.82,21.82,0.021,0.007,0.005
