,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
5884,5884,5884,211735271,08 17 58.146,+16 24 00.98,1,13.803,,,533-046404,08175814+1624010,,STAR,gri,rpm,0.4,2.7,-0.9,3.1,,,14.676,0.05,13.967,0.06,,,14.279,0.01,13.771,0.04,13.599,0.06,,,12.723,0.022,12.405,0.025,12.363,0.025,5808,114,137,4.372,0.1,0.46,-0.084,0.15,0.24,1.065,0.816,0.148,1.013,0.125,0.089,0.774,0.358,0.617,698,481.9,132.2,0.035,0.011,0.007
5885,5885,5885,211735298,08 43 07.956,+16 24 02.51,1,12.271,,1393-169-1,533-047829,08430795+1624028,,STAR,gri,lam,-0.9,2.8,-3.8,3,,,12.274,0.24,12.105,0.258,,,12.415,0.01,12.224,0.04,12.226,0.03,,,11.533,0.022,11.431,0.032,11.317,0.02,6688,162,162,4.162,0.1,0.14,-0.115,0.1,0.08,1.56,0.345,0.246,1.343,0.088,0.105,0.351,0.15,0.152,656.6,137.5,98.76,0.032,0.011,0.006
5886,5886,5886,211735357,08 24 34.428,+16 24 05.46,1,13.688,,,533-046813,08243441+1624053,,STAR,gri,rpm,4.7,2.8,-5.9,3.2,,,14.466,0.01,13.874,0.05,,,14.054,0.05,13.677,0.04,13.53,0.01,,,12.864,0.023,12.58,0.022,12.501,0.023,6050,120,120,4.239,0.14,0.224,-0.256,0.2,0.24,1.21,0.434,0.189,1.03,0.1,0.12,0.516,0.33,0.282,882.4,267,178.9,0.034,0.013,0.008
5887,5887,5887,211735395,08 56 34.058,+16 24 06.88,1,13.598,,,533-048404,08563406+1624068,,STAR,gri,rpm,-15.8,3.2,-13.8,3.9,,,14.52,0.03,13.793,0.05,,,14.108,0.06,13.573,0.02,13.379,0.06,,,12.388,0.021,11.987,0.022,11.946,0.021,5470,174,108,4.506,0.06,0.756,-0.263,0.25,0.5,0.878,1.228,0.113,0.889,0.079,0.079,1.281,0.35,1.187,458.7,623.1,67.38,0.031,0.01,0.008
5888,5888,5888,211735421,08 48 35.802,+16 24 07.80,1,13.447,,,533-048062,08483579+1624077,,STAR,gri,lam,-2.1,1.8,0.3,2,,,14.056,0.03,13.537,0.03,,,13.731,0.03,13.403,0.04,13.325,0.08,,,12.535,0.023,12.262,0.021,12.214,0.019,6069,97,121,4.186,0.156,0.13,-0.475,0.15,0.15,1.26,0.252,0.21,0.938,0.077,0.064,0.456,0.315,0.186,768,158.7,131.5,0.033,0.011,0.007
5889,5889,5889,211735444,08 18 15.335,+16 24 09.10,1,17.659,,,,08181533+1624090,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.266,0.052,14.496,0.068,14.25,0.063,4065,288,288,4.804,0.119,0.085,-0.136,0.2,0.28,0.454,0.09,0.127,0.528,0.097,0.155,5.096,4.263,1.611,588.1,183.6,186.1,0.032,0.011,0.008
5890,5890,5890,211735465,08 55 21.108,+16 24 10.53,1,13.85,,,533-048353,08552110+1624105,,STAR,gri,rpm,1.3,1.9,-10.4,2.1,,,14.625,0.03,13.982,0.04,,,14.264,0.05,13.813,0.03,13.672,0.06,,,12.844,0.021,12.516,0.022,12.459,0.021,5873,139,139,4.387,0.085,0.323,-0.229,0.2,0.24,1.04,0.523,0.132,0.985,0.091,0.091,0.83,0.316,0.57,718.7,333.6,105.6,0.033,0.011,0.007
5891,5891,5891,211735495,08 38 07.131,+16 24 11.69,1,13.616,,,533-047577,08380713+1624116,,STAR,gri,rpm,-53.4,5.2,-62.6,6.6,,,15.623,0.04,14.256,0.03,,,14.996,0.01,13.68,0.04,13.024,0.04,,,11.505,0.02,10.842,0.02,10.682,0.017,3901,62,46,4.866,0.02,0.02,0.003,0.06,0.08,0.42,0.015,0.024,0.477,0.014,0.031,6.317,0.754,0.489,95.19,14.3,9.487,0.016,0.008,0.006
5892,5892,5892,211735511,08 54 22.820,+16 24 12.51,1,13.685,,,533-048303,08542281+1624123,,STAR,gri,lam,-18.4,1.5,3.6,1.9,,,14.243,0.02,13.741,0.04,,,13.903,0.05,13.613,0.01,13.493,0.06,,,12.71,0.021,12.454,0.018,12.453,0.018,6134,98,98,4.235,0.115,0.115,-0.532,0.15,0.15,1.188,0.182,0.158,0.923,0.076,0.055,0.533,0.264,0.177,803.7,125.5,128.4,0.034,0.011,0.008
5893,5893,5893,211735645,08 45 34.797,+16 24 18.95,1,11.048,,1393-1659-1,533-047943,08453478+1624189,,STAR,gri,plx,-2.9,1.6,-1.2,1.6,,,11.774,0.121,11.114,0.099,,,11.437,0.02,11.016,0.03,10.882,0.04,,,10.024,0.022,9.813,0.023,9.71,0.022,6146,99,99,3.878,0.156,0.13,0.023,0.1,0.12,2.243,0.504,0.484,1.435,0.168,0.202,0.119,0.099,0.047,629.6,324.6,324.6,0.034,0.013,0.01
5894,5894,5894,211735724,08 43 35.625,+16 24 23.28,1,13.116,,,533-047851,08433562+1624233,,STAR,gri,lam,44.3,1.9,-19,2.2,,,14.241,0.03,13.345,0.03,,,13.743,0.02,13.068,0.03,12.847,0.01,,,11.817,0.024,11.365,0.031,11.261,0.02,5090,121,182,4.59,0.025,0.025,-0.079,0.1,0.14,0.757,0.045,0.05,0.814,0.048,0.048,1.825,0.285,0.18,274.7,21,26.92,0.027,0.01,0.006
5895,5895,5895,211735729,08 54 52.625,+16 24 23.70,1,9.66,,1394-870-1,533-048334,08545263+1624237,,STAR,gri,plx,7.6,1.4,-26.2,1.3,,,9.893,0.034,9.6,0.034,,,10.097,0.19,9.78,0.1,9.473,0.03,,,8.903,0.029,8.756,0.024,8.696,0.018,6644,209,209,4.2,0.055,0.066,0.003,0.12,0.12,1.521,0.128,0.085,1.362,0.069,0.083,0.374,0.07,0.08,195.2,13.82,13.82,0.024,0.007,0.006
5896,5896,5896,211735730,08 12 25.949,+16 24 23.73,1,13.384,,,533-046033,08122595+1624237,,STAR,gri,rpm,0.8,1.7,2.2,2,,,13.87,0.02,13.416,0.02,,,13.59,0.01,13.315,0.02,13.276,0.06,,,12.568,0.021,12.39,0.023,12.391,0.025,6583,106,106,4.169,0.08,0.144,-0.092,0.12,0.18,1.552,0.334,0.189,1.333,0.081,0.129,0.35,0.138,0.137,1050,221.8,140.6,0.033,0.013,0.007
5897,5897,5897,211735779,08 12 49.377,+16 24 25.56,1,16.791,,,,08124937+1624255,5061-301-6-0064-0396,STAR,gri,rpm,-22,3,-63,3,,,,,,,21.464,0.102,18.999,0.009,17.542,0.006,15.845,0.004,14.918,0.004,13.343,0.023,12.766,0.026,12.481,0.022,3451,111,41,5.066,0.048,0.03,-0.025,0.14,0.16,0.219,0.025,0.031,0.208,0.034,0.034,18.7,5.952,2.966,93.27,15.01,14.9,0.015,0.006,0.004
5898,5898,5898,211735780,08 26 46.648,+16 24 25.59,1,13.608,,,533-046954,08264666+1624256,,STAR,gri,rpm,-53.1,4.7,-17.1,5.2,,,15.326,0.08,14.073,0.04,,,14.747,0.05,13.54,0.03,13.121,0.08,,,11.689,0.02,11.06,0.022,10.895,0.018,4152,100,126,4.796,0.06,0.05,-0.147,0.2,0.28,0.49,0.06,0.062,0.558,0.062,0.073,4.554,1.632,0.895,128.8,17.06,20.58,0.018,0.007,0.005
5899,5899,5899,211735787,08 12 34.184,+16 24 25.73,1,13.746,,,533-046040,08123418+1624258,,STAR,gri,rpm,-10.3,2.4,2.8,2.7,,,14.523,0.01,13.89,0.01,,,14.153,0.01,13.713,0.04,13.571,0.04,,,12.674,0.023,12.386,0.022,12.327,0.022,6000,96,120,4.294,0.12,0.24,-0.151,0.16,0.24,1.193,0.369,0.196,1.03,0.099,0.099,0.607,0.333,0.331,769.8,245,122.1,0.034,0.011,0.007
5900,5900,5900,211735822,08 29 30.886,+16 24 27.50,1,13.487,,,533-047110,08293088+1624274,,STAR,gri,rpm,-3.9,2,-10.6,2.6,,,14.233,0.04,13.632,0.01,,,13.855,0.04,13.471,0.01,13.33,0.02,,,12.489,0.024,12.23,0.026,12.19,0.026,6069,121,97,4.231,0.135,0.189,-0.292,0.2,0.28,1.23,0.311,0.183,1.018,0.101,0.121,0.492,0.279,0.252,751.5,193.3,133.9,0.034,0.013,0.008
5901,5901,5901,211735890,08 26 51.153,+16 24 30.57,1,12.777,,,533-046965,08265115+1624306,,STAR,gri,rpm,16.8,1.7,-18.9,1.9,,,13.905,0.04,13.011,0.04,,,13.435,0.03,12.686,0.03,12.494,0.09,,,11.374,0.021,10.941,0.022,10.866,0.018,5129,82,103,4.553,0.035,0.826,0.003,0.09,0.27,0.805,1.509,0.055,0.874,0.115,0.072,1.589,0.235,1.509,249.6,425.9,25.09,0.026,0.01,0.004
5902,5902,5902,211735891,08 49 19.521,+16 24 30.60,1,13.486,,,533-048083,08491951+1624305,,STAR,gri,rpm,-5.1,2.6,-7.4,2.4,,,14.05,0.02,13.575,0.03,,,13.753,0.03,13.449,0.04,13.372,0.04,,,12.666,0.019,12.417,0.019,12.356,0.02,6287,128,128,4.213,0.105,0.147,-0.271,0.2,0.24,1.315,0.301,0.159,1.108,0.115,0.138,0.444,0.205,0.183,893,187.1,113.4,0.032,0.01,0.007
5903,5903,5903,211735933,08 44 26.301,+16 24 32.86,1,10.165,,1393-162-1,533-047879,08442630+1624328,,STAR,gri,plx,-6.8,1.2,3.1,1.2,,,10.488,0.043,10.21,0.045,,,10.329,0.14,10.11,0.07,10.09,0.02,,,9.501,0.027,9.347,0.03,9.274,0.02,6778,280,280,3.747,0.144,0.12,-0.005,0.12,0.1,2.882,0.567,0.474,1.794,0.197,0.14,0.065,0.048,0.024,578,152.9,152.9,0.032,0.01,0.007
5904,5904,5904,211735971,08 11 58.171,+16 24 34.55,1,13.131,,,533-046002,08115817+1624345,,STAR,gri,rpm,5.5,1.7,-4.3,2,,,13.684,0.043,13.21,0.01,,,13.412,0.01,13.074,0.042,13.01,0.01,,,12.249,0.022,12.053,0.023,12.024,0.021,6412,102,128,4.19,0.085,0.17,-0.064,0.12,0.18,1.471,0.364,0.19,1.262,0.112,0.112,0.372,0.147,0.168,828.7,208.8,108.6,0.034,0.011,0.008
5905,5905,5905,211736138,08 54 47.095,+16 24 43.34,1,13.498,,,533-048329,08544710+1624433,,STAR,gri,lam,-13.4,1.4,3.5,2.5,,,14.21,0.03,13.629,0.04,,,13.851,0.02,13.494,0.03,13.346,0.04,,,12.534,0.022,12.264,0.022,12.182,0.021,5953,119,143,4.381,0.06,0.108,-0.113,0.12,0.12,1.073,0.157,0.088,1.035,0.064,0.064,0.804,0.185,0.273,650.9,108.9,68.11,0.033,0.011,0.008
5906,5906,5906,211736236,08 41 48.248,+16 24 47.68,1,13.577,,,533-047753,08414822+1624477,,STAR,gri,rpm,-17,2.4,13.6,2.4,,,14.437,0.04,13.729,0.02,,,14.009,0.02,13.55,0.04,13.392,0.04,,,12.464,0.029,12.108,0.034,12.062,0.018,5783,139,139,4.426,0.085,0.272,-0.327,0.25,0.25,0.976,0.395,0.14,0.915,0.1,0.084,0.95,0.392,0.589,557.3,248.2,93.75,0.032,0.011,0.007
5907,5907,5907,211736265,08 41 24.992,+16 24 48.92,1,14.995,,,533-047730,08412498+1624487,,STAR,gri,rpm,-10.6,3.4,-54.1,3.6,,,17.075,0.18,15.639,0.04,,,16.319,0.05,15.056,0.05,14.427,0.06,,,12.856,0.03,12.262,0.038,12.06,0.024,3909,62,77,4.886,0.081,0.045,-0.096,0.15,0.27,0.392,0.053,0.075,0.442,0.056,0.078,6.958,3.357,1.367,159,25.25,33.4,0.019,0.006,0.004
5908,5908,5908,211736286,08 53 44.437,+16 24 49.73,1,15.106,,,533-048284,08534442+1624498,5794-301-4-0123-0022,STAR,gri,rpm,55.3,3.9,-36.8,4.4,,,17.14,0.12,15.693,0.02,,,16.432,0.07,15.178,0.03,14.538,0.08,,,12.942,0.022,12.345,0.022,12.163,0.021,3872,76,76,4.898,0.07,0.035,-0.139,0.12,0.15,0.381,0.037,0.064,0.414,0.049,0.078,7.567,3.122,1.2,157.6,19.24,29.51,0.02,0.005,0.004
5909,5909,5909,211736305,08 39 37.800,+16 24 50.98,1,14.5,,,533-047662,08393780+1624509,5112-301-3-0135-0074,STAR,gri,rpm,-20.8,3.7,-30,3.9,,,15.638,0.05,14.718,0.01,,,15.124,0.02,14.44,0.02,14.233,0.03,,,13.165,0.025,12.706,0.025,12.607,0.025,5131,81,61,4.609,0.042,0.03,-0.449,0.2,0.32,0.709,0.04,0.068,0.734,0.049,0.069,2.037,0.469,0.201,473.7,46.66,49.18,0.03,0.01,0.008
5910,5910,5910,211736321,08 32 32.280,+16 24 52.20,1,12.524,,,533-047299,08323228+1624521,,STAR,gri,rpm,0.9,1,-5.2,2.2,,,13.397,0.06,12.717,0.03,,,13.003,0.06,12.485,0.01,12.319,0.04,,,11.381,0.022,11.062,0.024,10.966,0.018,5717,159,91,4.162,0.28,0.336,-0.101,0.2,0.16,1.391,0.697,0.525,1.045,0.166,0.092,0.323,0.781,0.229,492.3,244.6,184.8,0.033,0.012,0.01
5911,5911,5911,211736360,08 51 40.460,+16 24 54.28,1,16.217,,,533-048183,08514055+1624547,5080-301-1-0128-0099,STAR,JHK,rpm,-410,8,-156,8,,,,,16.564,0.082,,,16.927,0.07,,,,,,,15.752,0.057,15.686,0.113,15.701,0.169,2805,1230,769,5.252,0.112,0.096,-0.398,0.25,1.9,0.131,0.058,0.04,0.103,0.07,0.03,50.84,37.51,24.64,54.79,149.3,23.12,0.008,0.021,0.004
5912,5912,5912,211736408,08 36 19.453,+16 24 56.82,1,16.955,,,,08361945+1624568,5080-301-4-0105-0319,STAR,gri,rpm,25,4,-109,4,,,,,,,21.249,0.085,18.94,0.009,17.567,0.006,16.104,0.005,15.319,0.006,13.914,0.026,13.34,0.031,13.096,0.026,3632,216,86,5.018,0.03,0.042,-0.154,0.2,0.32,0.263,0.036,0.032,0.271,0.045,0.045,14.44,2.721,3.101,152.9,22.74,27.47,0.018,0.008,0.005
5913,5913,5913,211736420,08 37 19.803,+16 24 57.52,1,13.952,,,533-047544,08371980+1624575,,STAR,gri,rpm,-26.5,3.5,-57.3,3.7,,,16.354,0.08,14.863,0.02,,,15.652,0.02,14.309,0.02,13.224,0.04,,,11.336,0.022,10.696,0.022,10.482,0.021,3833,61,92,4.893,0.055,0.025,-0.037,0.12,0.06,0.395,0.016,0.057,0.442,0.023,0.072,7.205,2.271,0.664,79.3,16.13,13.4,0.012,0.007,0.003
5914,5914,5914,211736444,08 55 15.529,+16 24 58.80,1,11.039,,1394-623-1,533-048347,08551553+1624588,,STAR,gri,lam,11.8,2.1,-0.7,2.2,,,12.316,0.325,11.275,0.14,,,11.772,0.04,11.016,0.02,10.724,0.02,,,9.597,0.021,9.101,0.019,8.983,0.018,4854,76,76,3.203,0.14,0.14,-0.181,0.12,0.12,4.443,0.825,0.696,1.208,0.168,0.14,0.012,0.008,0.005,544.9,96.77,82.18,0.033,0.01,0.008
5915,5915,5915,211736449,08 53 15.143,+16 24 58.95,1,13.084,,,533-048262,08531514+1624589,,STAR,gri,lam,-9.5,1.3,1.8,1.6,,,13.589,0.03,13.132,0.01,,,13.256,0.03,13.027,0.01,12.941,0.02,,,12.194,0.019,11.971,0.021,11.933,0.02,6330,128,128,4.183,0.095,0.152,-0.087,0.12,0.12,1.453,0.293,0.179,1.232,0.109,0.109,0.373,0.154,0.158,802.9,165.1,118.9,0.032,0.01,0.008
5916,5916,5916,211736460,08 53 50.897,+16 24 59.37,1,17.346,,,,08535089+1624593,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.959,0.044,14.459,0.056,14.056,0.062,3521,209,251,5.048,0.096,0.08,-0.034,0.15,0.21,0.231,0.077,0.067,0.213,0.115,0.072,17.51,10.57,6.59,212,93.74,75.38,0.024,0.01,0.008
5917,5917,5917,211736487,08 52 58.405,+16 25 00.40,1,9.72,,1393-1415-1,533-048252,08525840+1625004,,STAR,gri,rpm,-8.2,1.2,-10.7,1.2,,,9.857,0.031,9.453,0.028,,,10.149,0.23,9.786,0.04,9.536,0.02,,,8.989,0.019,8.907,0.021,8.841,0.018,6721,163,163,3.922,0.276,0.276,0.046,0.1,0.12,2.278,0.903,0.851,1.624,0.249,0.249,0.118,0.278,0.068,301.5,117.6,111.3,0.031,0.013,0.008
5918,5918,5918,211736521,08 18 31.264,+16 25 02.20,1,10.384,,1378-1639-1,533-046441,08183126+1625022,,STAR,gri,plx,-15.7,1.4,-8.4,1.4,,,10.859,0.05,10.514,0.049,,,10.547,0.01,10.329,0.04,10.283,0.01,,,9.611,0.021,9.449,0.017,9.391,0.016,6771,138,138,4.22,0.055,0.066,-0.036,0.12,0.12,1.51,0.112,0.104,1.371,0.071,0.071,0.402,0.081,0.08,263.7,22.9,22.9,0.027,0.008,0.007
5919,5919,5919,211736569,08 33 30.846,+16 25 04.88,1,16.636,,,,08333084+1625048,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.158,0.029,13.49,0.034,13.217,0.03,3725,269,224,4.939,0.105,0.105,-0.058,0.15,0.24,0.319,0.103,0.091,0.342,0.134,0.134,9.292,8.01,3.757,228.5,99.5,80.41,0.026,0.01,0.008
5920,5920,5920,211736643,08 40 23.099,+16 25 09.13,1,11.186,,1392-1608-1,533-047685,08402311+1625090,,STAR,gri,plx,-80.3,2.5,-21.9,2.5,,,11.742,0.118,11.166,0.11,,,11.659,0.02,11.173,0.02,10.983,0.04,,,10.097,0.028,9.712,0.026,9.634,0.02,5656,89,89,4.501,0.035,0.042,-0.292,0.2,0.28,0.862,0.087,0.067,0.873,0.109,0.093,1.318,0.213,0.217,156.1,19.73,19.73,0.021,0.007,0.005
5921,5921,5921,211736649,08 56 03.074,+16 25 09.43,1,16.136,,,,08560307+1625094,5137-301-4-0140-0344,EXTENDED,gri,,2,3,6,2,,,,,,,18.86,0.049,17.042,0.005,16.166,0.004,15.748,0.004,15.467,0.01,15.558,0.073,14.927,0.1,14.718,0.103,,,,,,,,,,,,,,,,,,,,,,,,
5922,5922,5922,211736671,08 13 31.650,+16 25 10.59,1,12.16,,,533-046102,08133165+1625107,,STAR,gri,rpm,-9.6,5.3,-20.7,1.8,,,13.094,0.05,12.33,0.01,,,12.684,0.03,12.096,0.02,11.936,0.03,,,10.986,0.021,10.652,0.022,10.561,0.017,5538,111,66,4.475,0.04,0.608,0.043,0.12,0.21,0.948,1.147,0.087,0.998,0.181,0.082,1.129,0.26,1.001,266.4,299,25.12,0.027,0.006,0.007
5923,5923,5923,211736739,08 40 23.007,+16 25 13.29,1,14.578,,,,08402300+1625132,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.609,0.052,12.021,0.057,11.835,0.033,4162,582,485,4.756,0.21,0.175,-0.138,0.2,0.32,0.495,0.215,0.197,0.544,0.222,0.222,4.362,6.494,2.609,183.6,182.7,80.35,0.023,0.011,0.009
5924,5924,5924,211737096,08 52 54.796,+16 25 31.12,1,12.597,,,533-048247,08525479+1625311,,STAR,gri,lam,-23.5,1.3,-7.8,1.5,,,13.382,0.05,12.768,0.02,,,12.986,0.04,12.59,0.01,12.43,0.04,,,11.552,0.019,11.253,0.021,11.184,0.02,5813,139,139,4.443,0.05,0.07,-0.22,0.12,0.15,0.956,0.116,0.066,0.95,0.074,0.074,1.049,0.224,0.239,357.3,51.81,32.94,0.029,0.008,0.006
5925,5925,5925,211737114,08 18 02.514,+16 25 32.37,1,13.646,,,533-046409,08180251+1625324,,STAR,gri,rpm,-17.1,3,-15.9,3.4,,,14.576,0.03,13.812,0.05,,,14.172,0.02,13.626,0.05,13.421,0.04,,,12.498,0.022,12.13,0.023,12.08,0.023,5554,155,110,4.499,0.045,0.099,-0.281,0.25,0.25,0.877,0.158,0.077,0.882,0.077,0.077,1.331,0.288,0.395,477.4,88.95,54.85,0.032,0.011,0.007
5926,5926,5926,211737138,08 33 21.475,+16 25 33.71,1,10.068,,1392-1512-1,533-047344,08332147+1625337,,STAR,gri,plx,-2.9,1.1,-15.9,1.1,,,10.708,0.053,10.222,0.045,,,10.479,0.12,10.107,0.13,9.891,0.01,,,9.107,0.022,8.893,0.024,8.806,0.018,6306,230,191,3.915,0.1,0.1,0.007,0.12,0.15,2.184,0.318,0.328,1.48,0.108,0.129,0.14,0.062,0.05,293.7,41.82,41.82,0.029,0.008,0.007
5927,5927,5927,211737355,08 50 08.385,+16 25 44.48,1,10.524,,1393-1725-1,533-048121,08500838+1625445,,STAR,gri,plx,5.6,1.5,0.4,1.4,,,10.893,0.062,10.481,0.06,,,10.82,0.15,10.505,0.08,10.398,0.04,,,9.726,0.021,9.588,0.022,9.521,0.019,6837,208,208,4.139,0.108,0.126,-0.016,0.12,0.12,1.663,0.323,0.198,1.451,0.11,0.092,0.302,0.12,0.113,308.5,60.16,60.16,0.029,0.01,0.007
5928,5928,5928,211737364,08 16 14.349,+16 25 44.89,1,11.211,,1378-1521-1,533-046291,08161434+1625449,,STAR,gri,plx,-21.1,1.8,-13.4,1.9,,,11.759,0.12,11.237,0.12,,,11.57,0.03,11.188,0.05,11.057,0.03,,,10.269,0.023,9.962,0.03,9.89,0.021,6032,142,142,4.002,0.186,0.155,-0.148,0.2,0.32,1.674,0.508,0.332,1.127,0.229,0.163,0.196,0.2,0.087,464.1,192.1,192.1,0.03,0.01,0.007
5929,5929,5929,211737378,08 52 18.340,+16 25 45.75,1,13.154,,,533-048212,08521834+1625456,,STAR,gri,rpm,-15,1.3,0.3,1.9,,,14.058,0.03,13.331,0.02,,,13.636,0.03,13.109,0.02,12.947,0.01,,,12.01,0.022,11.663,0.022,11.628,0.02,5678,90,112,4.469,0.04,0.544,-0.104,0.15,0.33,0.948,0.867,0.063,0.968,0.081,0.081,1.109,0.2,0.949,435.2,372.9,40.12,0.033,0.014,0.007
5930,5930,5930,211737410,08 13 28.303,+16 25 47.31,1,8.833,,1377-191-1,533-046098,08132830+1625472,,STAR,BV,plx,-32.8,1,-19.6,1,,,9.236,0.025,8.857,0.021,,,,,,,,,,,8.158,0.02,7.997,0.02,7.969,0.023,6835,217,272,4.014,0.06,0.072,0.026,0.1,0.12,2,0.189,0.149,1.566,0.063,0.075,0.186,0.049,0.039,188.7,13.03,13.03,0.024,0.005,0.005
5931,5931,5931,211737454,08 26 44.264,+16 25 49.71,1,13.63,,,533-046951,08264426+1625497,,STAR,gri,rpm,-5.2,2.5,2.1,2.9,,,14.306,0.05,13.762,0.03,,,13.957,0.03,13.602,0.03,13.49,0.07,,,12.833,0.026,12.621,0.029,12.554,0.026,6268,155,155,4.214,0.115,0.184,-0.216,0.2,0.24,1.352,0.293,0.204,1.135,0.12,0.144,0.405,0.252,0.175,997.8,236.6,162.1,0.033,0.01,0.007
5932,5932,5932,211737472,08 13 14.925,+16 25 51.32,1,13.715,,,533-046079,08131493+1625514,,STAR,gri,rpm,16.1,6.3,30.4,6.3,,,14.629,0.05,13.916,0.01,,,14.252,0.03,13.673,0.03,13.485,0.06,,,12.693,0.029,12.305,0.032,12.194,0.028,5444,129,129,4.535,0.06,0.06,-0.314,0.25,0.3,0.805,0.094,0.084,0.826,0.09,0.075,1.54,0.355,0.339,476.1,70.53,61.43,0.031,0.008,0.006
5933,5933,5933,211737503,08 38 36.878,+16 25 53.17,1,10.732,,1392-2070-1,533-047606,08383689+1625531,,STAR,gri,plx,-38.6,1.6,10.7,1.6,,,11.584,0.103,10.879,0.084,,,11.101,0.02,10.709,0.03,10.574,0.04,,,9.728,0.02,9.441,0.02,9.371,0.015,6059,96,96,4.177,0.14,0.168,-0.181,0.2,0.24,1.365,0.287,0.237,1.072,0.107,0.128,0.413,0.257,0.182,233.3,41.5,41.5,0.025,0.008,0.006
5934,5934,5934,211737528,08 44 32.839,+16 25 54.31,1,12.81,,,533-047889,08443283+1625541,,STAR,gri,lam,21.4,1.6,-18.4,2,,,13.745,0.07,12.974,0.02,,,13.278,0.02,12.776,0.02,12.609,0.01,,,11.681,0.025,11.348,0.03,11.248,0.02,5513,164,131,4.518,0.04,0.04,-0.223,0.15,0.12,0.849,0.065,0.072,0.882,0.061,0.073,1.387,0.273,0.193,322.8,31.96,34.57,0.031,0.008,0.007
5935,5935,5935,211737558,08 55 38.416,+16 25 55.86,1,10.605,,1394-1725-1,533-048364,08553842+1625559,,STAR,gri,plx,-30.2,1.7,-41.2,1.6,,,11.406,0.104,10.746,0.092,,,10.98,0.03,10.567,0.04,10.444,0.05,,,9.612,0.021,9.333,0.022,9.265,0.018,6039,119,95,4.284,0.102,0.136,-0.101,0.2,0.24,1.213,0.208,0.114,1.086,0.082,0.115,0.568,0.234,0.21,196.9,26.39,26.39,0.024,0.008,0.006
5936,5936,5936,211737585,08 15 23.956,+16 25 57.45,1,13.479,,,533-046223,08152395+1625575,,STAR,gri,rpm,-7.4,2.9,-25.8,3.1,,,14.617,0.05,13.739,0.01,,,14.172,0.02,13.436,0.03,13.183,0.02,,,12.067,0.02,11.584,0.022,11.522,0.019,5051,80,60,4.593,0.02,0.048,-0.104,0.12,0.21,0.75,0.071,0.047,0.817,0.058,0.07,1.876,0.181,0.344,305.7,33.22,22.76,0.031,0.007,0.005
5937,5937,5937,211737786,08 15 44.169,+16 26 07.46,1,13.403,,,533-046248,08154416+1626075,,STAR,gri,rpm,-4.3,1.8,1,2.1,,,13.812,0.06,13.414,0.03,,,13.568,0.03,13.348,0.04,13.276,0.01,,,12.564,0.023,12.368,0.031,12.317,0.021,6564,134,161,4.163,0.1,0.14,-0.197,0.16,0.24,1.517,0.294,0.246,1.272,0.124,0.148,0.343,0.17,0.132,1013,191,160.7,0.032,0.01,0.006
5938,5938,5938,211737790,08 12 34.939,+16 26 07.64,1,13.686,,,533-046042,08123494+1626077,,STAR,gri,rpm,0.5,1.8,1.9,2.2,,,14.128,0.01,13.7,0.02,,,13.849,0.01,13.632,0.04,13.598,0.03,,,12.873,0.024,12.681,0.024,12.664,0.027,6629,160,160,4.199,0.05,0.12,-0.182,0.12,0.21,1.476,0.209,0.14,1.265,0.095,0.133,0.4,0.07,0.128,1161,185.5,116.7,0.03,0.008,0.006
5939,5939,5939,211737793,08 37 42.101,+16 26 07.85,1,18.284,,,,08374210+1626078,5080-301-4-0107-0348,STAR,gri,rpm,-33,4,-8,4,,,,,,,23.061,0.358,20.425,0.02,19.029,0.011,17.366,0.006,16.467,0.009,14.905,0.038,14.267,0.041,14.022,0.054,3685,110,110,4.986,0.04,0.04,-0.094,0.15,0.21,0.292,0.04,0.042,0.307,0.058,0.058,11.91,2.911,2.339,272.4,46.91,40.02,0.028,0.008,0.007
5940,5940,5940,211737846,08 54 45.030,+16 26 10.41,1,16.199,,,533-048325,08544504+1626099,5137-301-4-0138-0300,EXTENDED,J,,8,2,6,2,,,,,,,,,,,,,,,,,14.795,0.043,14.175,0.048,13.793,0.047,,,,,,,,,,,,,,,,,,,,,,,,
